,gp,tp,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W,ppg
4042,62,53,0.27419354838709675,0.5806451612903226,0.5161290322580645,0.0,1,0,0,0,0,0,0.86
4265,39,9,0.1282051282051282,0.10256410256410256,0.15384615384615385,0.0,1,0,0,0,0,0,0.23
4466,3,0,0.0,0.0,1.3333333333333333,0.0,1,0,0,0,0,0,0.0
4110,35,11,0.17142857142857143,0.14285714285714285,0.0,0.0,1,0,0,0,0,0,0.31
4277,18,6,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,1,0,0,0,0,0,0.33
4467,6,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
4666,55,21,0.07272727272727272,0.3090909090909091,0.14545454545454545,0.0,0,0,0,1,0,0,0.38
4766,70,41,0.24285714285714285,0.34285714285714286,0.05714285714285714,0.0,0,0,0,1,0,0,0.59
4988,12,3,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0,0,0,1,0,0,0.25
42425,41,47,0.3902439024390244,0.7560975609756098,0.36585365853658536,-0.1951219512195122,1,0,0,0,0,0,1.15
43259,55,62,0.43636363636363634,0.6909090909090909,0.4727272727272727,0.14545454545454545,1,0,0,0,0,0,1.13
44206,64,80,0.453125,0.796875,0.4375,0.28125,1,0,0,0,0,0,1.25
38131,75,23,0.04,0.26666666666666666,1.1466666666666667,0.14666666666666667,0,1,0,0,0,0,0.31
39355,32,4,0.0,0.125,0.25,0.0625,0,1,0,0,0,0,0.13
40427,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
35537,34,17,0.20588235294117646,0.29411764705882354,0.5294117647058824,-0.029411764705882353,0,0,0,1,0,0,0.5
36326,38,16,0.13157894736842105,0.2894736842105263,0.21052631578947367,-0.02631578947368421,0,0,0,1,0,0,0.42
38438,23,4,0.13043478260869565,0.043478260869565216,0.17391304347826086,0.0,0,0,0,1,0,0,0.17
29676,9,2,0.1111111111111111,0.1111111111111111,0.0,-0.3333333333333333,0,0,0,1,0,0,0.22
30473,26,7,0.11538461538461539,0.15384615384615385,0.38461538461538464,-0.19230769230769232,0,0,0,1,0,0,0.27
32263,11,4,0.18181818181818182,0.18181818181818182,0.5454545454545454,-0.09090909090909091,0,0,0,1,0,0,0.36
8743,72,58,0.3611111111111111,0.4444444444444444,0.4166666666666667,-0.7222222222222222,0,0,0,0,1,0,0.81
9248,80,42,0.2375,0.2875,0.225,-0.025,0,0,0,0,1,0,0.53
9736,52,31,0.23076923076923078,0.36538461538461536,0.19230769230769232,0.0,0,0,0,0,1,0,0.6
16368,5,1,0.0,0.2,0.8,-0.4,0,0,0,1,0,0,0.2
17042,6,1,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0,0,0,1,0,0,0.17
18437,4,0,0.0,0.0,1.0,0.5,0,0,0,1,0,0,0.0
6830,30,12,0.1,0.3,0.36666666666666664,-0.3333333333333333,1,0,0,0,0,0,0.4
7074,58,22,0.08620689655172414,0.29310344827586204,1.4827586206896552,-0.43103448275862066,1,0,0,0,0,0,0.38
7475,74,9,0.05405405405405406,0.06756756756756757,0.918918918918919,-0.28378378378378377,1,0,0,0,0,0,0.12
42863,42,10,0.023809523809523808,0.21428571428571427,1.0,0.07142857142857142,0,1,0,0,0,0,0.24
43996,18,1,0.05555555555555555,0.0,0.1111111111111111,-0.3888888888888889,0,1,0,0,0,0,0.06
44898,19,4,0.0,0.21052631578947367,0.8421052631578947,0.10526315789473684,0,1,0,0,0,0,0.21
42651,55,23,0.12727272727272726,0.2909090909090909,0.4727272727272727,-0.12727272727272726,0,0,0,1,0,0,0.42
44160,6,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
44431,61,31,0.21311475409836064,0.29508196721311475,0.16393442622950818,-0.19672131147540983,0,0,0,1,0,0,0.51
33319,2,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
35146,10,0,0.0,0.0,0.0,-0.2,0,0,0,0,1,0,0.0
35680,13,9,0.15384615384615385,0.5384615384615384,0.5384615384615384,0.6153846153846154,0,0,0,0,1,0,0.69
342,28,14,0.21428571428571427,0.2857142857142857,2.107142857142857,0.0,0,1,0,0,0,0,0.5
478,44,8,0.1590909090909091,0.022727272727272728,1.7727272727272727,0.0,0,1,0,0,0,0,0.18
636,37,4,0.05405405405405406,0.05405405405405406,0.3783783783783784,0.0,0,1,0,0,0,0,0.11
25664,76,27,0.09210526315789473,0.2631578947368421,0.2631578947368421,0.039473684210526314,1,0,0,0,0,0,0.36
26611,58,21,0.1724137931034483,0.1896551724137931,0.13793103448275862,-0.05172413793103448,1,0,0,0,0,0,0.36
27976,2,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
32484,18,0,0.0,0.0,0.3888888888888889,-0.1111111111111111,0,1,0,0,0,0,0.0
33341,3,0,0.0,0.0,0.0,-0.3333333333333333,0,1,0,0,0,0,0.0
34044,11,3,0.09090909090909091,0.18181818181818182,0.18181818181818182,-0.09090909090909091,0,1,0,0,0,0,0.27
19755,24,3,0.08333333333333333,0.041666666666666664,0.4166666666666667,0.041666666666666664,0,0,0,0,1,0,0.13
24754,68,33,0.16176470588235295,0.3235294117647059,0.35294117647058826,-0.2647058823529412,0,0,0,0,1,0,0.49
25979,34,6,0.058823529411764705,0.11764705882352941,0.5294117647058824,-0.3235294117647059,0,0,0,0,1,0,0.18
8872,62,28,0.20967741935483872,0.24193548387096775,0.2903225806451613,-0.8064516129032258,0,0,0,1,0,0,0.45
9222,79,48,0.3291139240506329,0.27848101265822783,0.1518987341772152,-0.35443037974683544,0,0,0,1,0,0,0.61
9842,67,15,0.08955223880597014,0.13432835820895522,0.19402985074626866,-0.13432835820895522,0,0,0,1,0,0,0.22
272,27,8,0.18518518518518517,0.1111111111111111,1.4814814814814814,0.0,0,0,0,1,0,0,0.3
362,28,7,0.10714285714285714,0.14285714285714285,1.2142857142857142,0.0,0,0,0,1,0,0,0.25
542,8,0,0.0,0.0,0.25,0.0,0,0,0,1,0,0,0.0
11701,74,38,0.1891891891891892,0.32432432432432434,2.5945945945945947,0.33783783783783783,0,0,0,1,0,0,0.51
12364,67,23,0.08955223880597014,0.2537313432835821,0.8507462686567164,0.08955223880597014,0,0,0,1,0,0,0.34
13191,20,3,0.0,0.15,0.65,0.0,0,0,0,1,0,0,0.15
1074,40,3,0.05,0.025,0.55,0.0,0,0,0,1,0,0,0.08
1400,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
1570,8,0,0.0,0.0,0.5,0.0,0,0,0,1,0,0,0.0
10075,76,59,0.23684210526315788,0.5394736842105263,0.4605263157894737,0.23684210526315788,1,0,0,0,0,0,0.78
10547,65,55,0.2923076923076923,0.5538461538461539,0.5230769230769231,0.046153846153846156,1,0,0,0,0,0,0.85
11331,17,7,0.11764705882352941,0.29411764705882354,0.7058823529411765,0.11764705882352941,1,0,0,0,0,0,0.41
16725,75,25,0.09333333333333334,0.24,1.36,0.0,0,0,0,0,1,0,0.33
17461,47,16,0.02127659574468085,0.3191489361702128,1.5106382978723405,-0.2978723404255319,0,0,0,0,1,0,0.34
18146,47,14,0.0425531914893617,0.2553191489361702,1.851063829787234,-0.10638297872340426,0,0,0,0,1,0,0.3
11730,70,32,0.17142857142857143,0.2857142857142857,0.5714285714285714,-0.1,1,0,0,0,0,0,0.46
12381,61,21,0.08196721311475409,0.26229508196721313,0.3770491803278688,-0.11475409836065574,1,0,0,0,0,0,0.34
12949,57,29,0.08771929824561403,0.42105263157894735,0.03508771929824561,0.0,1,0,0,0,0,0,0.51
28435,56,18,0.03571428571428571,0.2857142857142857,0.4642857142857143,-0.2857142857142857,0,0,0,1,0,0,0.32
29356,56,18,0.03571428571428571,0.2857142857142857,0.4642857142857143,-0.2857142857142857,0,0,0,1,0,0,0.32
31228,61,13,0.08196721311475409,0.13114754098360656,0.5901639344262295,-0.13114754098360656,0,0,0,1,0,0,0.21
27791,70,5,0.014285714285714285,0.05714285714285714,0.6142857142857143,-0.08571428571428572,0,1,0,0,0,0,0.07
28805,1,1,0.0,1.0,0.0,2.0,0,1,0,0,0,0,1.0
29726,1,1,0.0,1.0,0.0,2.0,0,1,0,0,0,0,1.0
38670,5,0,0.0,0.0,0.4,-0.4,0,1,0,0,0,0,0.0
39285,21,6,0.09523809523809523,0.19047619047619047,0.19047619047619047,-0.14285714285714285,0,1,0,0,0,0,0.29
42197,3,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0,1,0,0,0,0,0.33
43012,9,3,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.0,1,0,0,0,0,0,0.33
43997,18,1,0.05555555555555555,0.0,0.5,-0.2222222222222222,1,0,0,0,0,0,0.06
45066,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
42865,40,9,0.175,0.05,0.8,-0.025,0,0,0,0,1,0,0.23
44162,6,0,0.0,0.0,0.3333333333333333,0.0,0,0,0,0,1,0,0.0
45118,2,0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0.0
13528,75,33,0.12,0.32,0.8666666666666667,0.4,0,1,0,0,0,0,0.44
14238,54,22,0.05555555555555555,0.35185185185185186,0.5555555555555556,0.14814814814814814,0,1,0,0,0,0,0.41
14869,56,20,0.017857142857142856,0.3392857142857143,0.7142857142857143,-0.05357142857142857,0,1,0,0,0,0,0.36
30687,1,0,0.0,0.0,2.0,0.0,0,0,0,0,1,0,0.0
31233,40,13,0.075,0.25,0.45,-0.15,0,0,0,0,1,0,0.33
32273,14,4,0.07142857142857142,0.21428571428571427,1.9285714285714286,0.35714285714285715,0,0,0,0,1,0,0.29
19232,71,80,0.43661971830985913,0.6901408450704225,0.28169014084507044,0.323943661971831,1,0,0,0,0,0,1.13
20174,56,26,0.26785714285714285,0.19642857142857142,0.39285714285714285,-0.07142857142857142,1,0,0,0,0,0,0.46
20839,38,24,0.21052631578947367,0.42105263157894735,0.3157894736842105,0.15789473684210525,1,0,0,0,0,0,0.63
35767,22,5,0.13636363636363635,0.09090909090909091,0.36363636363636365,-0.4090909090909091,1,0,0,0,0,0,0.23
36700,9,2,0.1111111111111111,0.1111111111111111,0.0,-0.4444444444444444,1,0,0,0,0,0,0.22
37547,12,4,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,1,0,0,0,0,0,0.33
25613,80,32,0.1625,0.2375,0.4,0.0625,0,0,0,1,0,0,0.4
26748,55,11,0.12727272727272726,0.07272727272727272,0.2727272727272727,0.07272727272727272,0,0,0,1,0,0,0.2
27693,52,8,0.07692307692307693,0.07692307692307693,0.5192307692307693,-0.17307692307692307,0,0,0,1,0,0,0.15
18871,30,10,0.06666666666666667,0.26666666666666666,0.4666666666666667,-0.06666666666666667,1,0,0,0,0,0,0.33
19804,1,1,0.0,1.0,0.0,-1.0,1,0,0,0,0,0,1.0
20527,5,2,0.2,0.2,1.2,0.0,1,0,0,0,0,0,0.4
27650,67,10,0.07462686567164178,0.07462686567164178,1.044776119402985,-0.05970149253731343,0,1,0,0,0,0,0.15
28586,73,8,0.0410958904109589,0.0684931506849315,1.1232876712328768,0.136986301369863,0,1,0,0,0,0,0.11
29507,73,8,0.0410958904109589,0.0684931506849315,1.1232876712328768,0.136986301369863,0,1,0,0,0,0,0.11
19720,24,5,0.041666666666666664,0.16666666666666666,0.75,-0.375,0,1,0,0,0,0,0.21
20568,2,1,0.0,0.5,0.0,-0.5,0,1,0,0,0,0,0.5
21366,1,0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,0.0
23925,64,33,0.1875,0.328125,0.34375,-0.15625,0,0,0,1,0,0,0.52
24719,56,37,0.26785714285714285,0.39285714285714285,0.32142857142857145,0.16071428571428573,0,0,0,1,0,0,0.66
26526,68,28,0.20588235294117646,0.20588235294117646,0.20588235294117646,-0.1323529411764706,0,0,0,1,0,0,0.41
38398,52,7,0.019230769230769232,0.11538461538461539,0.6538461538461539,0.15384615384615385,0,1,0,0,0,0,0.14
39485,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
40397,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
36802,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
37571,34,3,0.08823529411764706,0.0,0.6176470588235294,-0.058823529411764705,0,0,0,1,0,0,0.09
38494,12,2,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,0,0,0,1,0,0,0.17
32102,74,12,0.04054054054054054,0.12162162162162163,0.2702702702702703,-0.05405405405405406,1,0,0,0,0,0,0.16
32881,77,18,0.09090909090909091,0.14285714285714285,0.4155844155844156,0.07792207792207792,1,0,0,0,0,0,0.23
33936,70,8,0.05714285714285714,0.05714285714285714,0.45714285714285713,-0.08571428571428572,1,0,0,0,0,0,0.11
39191,82,11,0.012195121951219513,0.12195121951219512,0.524390243902439,-0.15853658536585366,1,0,0,0,0,0,0.13
40214,26,6,0.038461538461538464,0.19230769230769232,0.07692307692307693,0.34615384615384615,1,0,0,0,0,0,0.23
42304,5,0,0.0,0.0,0.0,-0.8,1,0,0,0,0,0,0.0
42235,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
42963,17,5,0.11764705882352941,0.17647058823529413,0.5882352941176471,0.0,0,1,0,0,0,0,0.29
44061,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
23428,45,9,0.08888888888888889,0.1111111111111111,0.9333333333333333,-0.4222222222222222,0,0,0,0,1,0,0.2
24309,31,4,0.03225806451612903,0.0967741935483871,1.3870967741935485,-0.22580645161290322,0,0,0,0,1,0,0.13
25143,56,5,0.03571428571428571,0.05357142857142857,0.42857142857142855,-0.19642857142857142,0,0,0,0,1,0,0.09
28648,64,5,0.078125,0.0,1.40625,-0.15625,0,0,0,0,1,0,0.08
29569,64,5,0.078125,0.0,1.40625,-0.15625,0,0,0,0,1,0,0.08
30683,1,0,0.0,0.0,2.0,-2.0,0,0,0,0,1,0,0.0
36634,17,4,0.058823529411764705,0.17647058823529413,1.4705882352941178,-0.7647058823529411,1,0,0,0,0,0,0.24
37549,26,4,0.07692307692307693,0.07692307692307693,0.46153846153846156,-0.15384615384615385,1,0,0,0,0,0,0.15
38100,52,25,0.17307692307692307,0.3076923076923077,0.3076923076923077,-0.038461538461538464,1,0,0,0,0,0,0.48
8139,61,18,0.14754098360655737,0.14754098360655737,0.5901639344262295,-0.08196721311475409,0,0,0,0,1,0,0.3
8512,70,16,0.08571428571428572,0.14285714285714285,0.3142857142857143,0.014285714285714285,0,0,0,0,1,0,0.23
8947,46,15,0.2391304347826087,0.08695652173913043,0.5652173913043478,-0.5652173913043478,0,0,0,0,1,0,0.33
33836,77,14,0.06493506493506493,0.11688311688311688,0.6883116883116883,-0.09090909090909091,0,0,0,1,0,0,0.18
35088,2,0,0.0,0.0,2.0,-1.0,0,0,0,1,0,0,0.0
36496,36,8,0.1111111111111111,0.1111111111111111,0.6111111111111112,-0.05555555555555555,0,0,0,1,0,0,0.22
38032,67,32,0.23880597014925373,0.23880597014925373,0.417910447761194,0.029850746268656716,0,0,0,0,1,0,0.48
39292,24,6,0.041666666666666664,0.20833333333333334,0.375,0.125,0,0,0,0,1,0,0.25
41388,4,0,0.0,0.0,0.0,-0.5,0,0,0,0,1,0,0.0
17401,58,23,0.2413793103448276,0.15517241379310345,0.5517241379310345,-0.05172413793103448,0,0,0,1,0,0,0.4
17986,62,32,0.24193548387096775,0.27419354838709675,0.3548387096774194,-0.0967741935483871,0,0,0,1,0,0,0.52
18787,58,16,0.13793103448275862,0.13793103448275862,0.46551724137931033,-0.5172413793103449,0,0,0,1,0,0,0.28
7539,5,1,0.0,0.2,3.0,-0.8,0,0,0,1,0,0,0.2
7773,28,15,0.25,0.2857142857142857,0.6428571428571429,0.0,0,0,0,1,0,0,0.54
8215,20,4,0.1,0.1,0.1,-0.1,0,0,0,1,0,0,0.2
22429,65,30,0.12307692307692308,0.3384615384615385,0.6,-0.3230769230769231,0,1,0,0,0,0,0.46
23145,66,34,0.10606060606060606,0.4090909090909091,0.9848484848484849,-0.030303030303030304,0,1,0,0,0,0,0.52
24205,28,9,0.03571428571428571,0.2857142857142857,0.5714285714285714,0.25,0,1,0,0,0,0,0.32
12202,69,55,0.37681159420289856,0.42028985507246375,0.2028985507246377,0.13043478260869565,1,0,0,0,0,0,0.8
13028,45,17,0.2,0.17777777777777778,0.08888888888888889,-0.06666666666666667,1,0,0,0,0,0,0.38
13669,58,15,0.13793103448275862,0.1206896551724138,0.22413793103448276,-0.3275862068965517,1,0,0,0,0,0,0.26
37228,62,24,0.06451612903225806,0.3225806451612903,1.7096774193548387,0.016129032258064516,0,0,0,0,1,0,0.39
38066,72,28,0.19444444444444445,0.19444444444444445,3.3055555555555554,0.027777777777777776,0,0,0,0,1,0,0.39
39282,26,6,0.11538461538461539,0.11538461538461539,2.0384615384615383,0.038461538461538464,0,0,0,0,1,0,0.23
25892,60,10,0.1,0.06666666666666667,0.55,-0.06666666666666667,1,0,0,0,0,0,0.17
26806,29,8,0.20689655172413793,0.06896551724137931,0.4827586206896552,-0.034482758620689655,1,0,0,0,0,0,0.28
27763,28,6,0.0,0.21428571428571427,0.14285714285714285,0.10714285714285714,1,0,0,0,0,0,0.21
24695,79,41,0.12658227848101267,0.3924050632911392,0.5316455696202531,0.1518987341772152,0,1,0,0,0,0,0.52
25686,54,25,0.1111111111111111,0.35185185185185186,0.8888888888888888,0.16666666666666666,0,1,0,0,0,0,0.46
26655,64,18,0.046875,0.234375,0.4375,0.046875,0,1,0,0,0,0,0.28
9364,69,20,0.014492753623188406,0.2753623188405797,5.36231884057971,-0.30434782608695654,0,1,0,0,0,0,0.29
9951,19,2,0.0,0.10526315789473684,6.7894736842105265,-0.3157894736842105,0,1,0,0,0,0,0.11
10859,13,2,0.07692307692307693,0.07692307692307693,7.923076923076923,-0.5384615384615384,0,1,0,0,0,0,0.15
16227,42,7,0.07142857142857142,0.09523809523809523,3.0952380952380953,0.023809523809523808,0,1,0,0,0,0,0.17
16905,65,7,0.015384615384615385,0.09230769230769231,1.9384615384615385,-0.18461538461538463,0,1,0,0,0,0,0.11
17791,9,0,0.0,0.0,0.2222222222222222,0.2222222222222222,0,1,0,0,0,0,0.0
34856,65,6,0.03076923076923077,0.06153846153846154,0.3384615384615385,-0.07692307692307693,0,1,0,0,0,0,0.09
35780,42,5,0.047619047619047616,0.07142857142857142,0.6666666666666666,0.0,0,1,0,0,0,0,0.12
36689,35,3,0.0,0.08571428571428572,0.22857142857142856,0.2571428571428571,0,1,0,0,0,0,0.09
28958,7,0,0.0,0.0,1.0,0.14285714285714285,0,0,0,1,0,0,0.0
29879,7,0,0.0,0.0,1.0,0.14285714285714285,0,0,0,1,0,0,0.0
30649,20,1,0.0,0.05,1.0,-0.15,0,0,0,1,0,0,0.05
13070,44,13,0.13636363636363635,0.1590909090909091,1.1818181818181819,-0.36363636363636365,0,0,0,0,1,0,0.3
13757,23,6,0.13043478260869565,0.13043478260869565,0.6521739130434783,-0.391304347826087,0,0,0,0,1,0,0.26
14455,6,2,0.0,0.3333333333333333,0.3333333333333333,-1.0,0,0,0,0,1,0,0.33
16179,36,11,0.1388888888888889,0.16666666666666666,1.25,-0.3055555555555556,1,0,0,0,0,0,0.31
16943,12,4,0.08333333333333333,0.25,0.5,-0.08333333333333333,1,0,0,0,0,0,0.33
18408,1,0,0.0,0.0,2.0,-1.0,1,0,0,0,0,0,0.0
13900,2,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
15664,12,2,0.16666666666666666,0.0,0.0,-0.16666666666666666,0,0,0,1,0,0,0.17
16226,21,7,0.14285714285714285,0.19047619047619047,0.47619047619047616,0.6190476190476191,0,0,0,1,0,0,0.33
24794,66,29,0.15151515151515152,0.2878787878787879,0.22727272727272727,-0.16666666666666666,1,0,0,0,0,0,0.44
25649,63,28,0.19047619047619047,0.25396825396825395,0.36507936507936506,-0.09523809523809523,1,0,0,0,0,0,0.44
27856,12,2,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,1,0,0,0,0,0,0.17
25485,79,54,0.34177215189873417,0.34177215189873417,0.5822784810126582,-0.16455696202531644,0,0,0,0,1,0,0.68
26503,73,31,0.2054794520547945,0.2191780821917808,0.6301369863013698,-0.2054794520547945,0,0,0,0,1,0,0.43
27616,27,12,0.18518518518518517,0.25925925925925924,0.4444444444444444,-0.18518518518518517,0,0,0,0,1,0,0.44
11100,76,36,0.27631578947368424,0.19736842105263158,0.17105263157894737,-0.5131578947368421,0,0,0,1,0,0,0.47
11697,74,38,0.25675675675675674,0.25675675675675674,1.1891891891891893,-0.08108108108108109,0,0,0,1,0,0,0.51
12336,45,27,0.17777777777777778,0.4222222222222222,0.4222222222222222,-0.3111111111111111,0,0,0,1,0,0,0.6
24901,45,19,0.17777777777777778,0.24444444444444444,0.4888888888888889,0.2,0,0,0,1,0,0,0.42
25964,17,7,0.058823529411764705,0.35294117647058826,0.47058823529411764,-0.058823529411764705,0,0,0,1,0,0,0.41
27024,3,1,0.0,0.3333333333333333,0.6666666666666666,-0.6666666666666666,0,0,0,1,0,0,0.33
18018,67,28,0.13432835820895522,0.2835820895522388,0.4925373134328358,0.04477611940298507,1,0,0,0,0,0,0.42
18944,16,5,0.1875,0.125,0.625,-0.1875,1,0,0,0,0,0,0.31
19617,68,11,0.058823529411764705,0.10294117647058823,0.29411764705882354,-0.25,1,0,0,0,0,0,0.16
28919,3,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
29840,3,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
32427,2,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
28192,82,40,0.23170731707317074,0.25609756097560976,0.8536585365853658,-0.036585365853658534,0,0,0,1,0,0,0.49
29113,82,40,0.23170731707317074,0.25609756097560976,0.8536585365853658,-0.036585365853658534,0,0,0,1,0,0,0.49
30348,21,15,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.23809523809523808,0,0,0,1,0,0,0.71
19568,65,15,0.046153846153846156,0.18461538461538463,1.0307692307692307,-0.23076923076923078,0,1,0,0,0,0,0.23
20541,27,2,0.0,0.07407407407407407,0.4444444444444444,-0.1111111111111111,0,1,0,0,0,0,0.07
21357,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
4097,58,17,0.13793103448275862,0.15517241379310345,0.5172413793103449,0.0,0,1,0,0,0,0,0.29
4259,69,11,0.028985507246376812,0.13043478260869565,0.6521739130434783,0.0,0,1,0,0,0,0,0.16
5140,8,1,0.125,0.0,0.0,0.0,0,1,0,0,0,0,0.13
9059,1,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,1.0
9548,4,0,0.0,0.0,0.5,-0.25,0,0,0,0,1,0,0.0
10451,2,0,0.0,0.0,0.0,-0.5,0,0,0,0,1,0,0.0
19262,84,70,0.4166666666666667,0.4166666666666667,0.5714285714285714,0.27380952380952384,0,0,0,0,1,0,0.83
19979,68,60,0.3088235294117647,0.5735294117647058,0.6029411764705882,0.20588235294117646,0,0,0,0,1,0,0.88
20788,47,29,0.2978723404255319,0.3191489361702128,0.3404255319148936,0.1702127659574468,0,0,0,0,1,0,0.62
16076,73,21,0.0821917808219178,0.2054794520547945,0.547945205479452,-0.1917808219178082,1,0,0,0,0,0,0.29
17011,6,1,0.16666666666666666,0.0,1.3333333333333333,0.0,1,0,0,0,0,0,0.17
17705,11,1,0.0,0.09090909090909091,0.5454545454545454,-0.18181818181818182,1,0,0,0,0,0,0.09
35038,34,1,0.0,0.029411764705882353,2.735294117647059,-0.029411764705882353,0,0,0,1,0,0,0.03
36059,12,0,0.0,0.0,0.5,0.0,0,0,0,1,0,0,0.0
36835,1,0,0.0,0.0,12.0,0.0,0,0,0,1,0,0,0.0
19500,63,20,0.1111111111111111,0.20634920634920634,0.5555555555555556,-0.31746031746031744,0,0,0,1,0,0,0.32
20571,4,1,0.0,0.25,0.0,-0.25,0,0,0,1,0,0,0.25
26095,26,3,0.0,0.11538461538461539,0.46153846153846156,-0.34615384615384615,0,0,0,1,0,0,0.12
28803,25,1,0.04,0.0,0.88,-0.28,1,0,0,0,0,0,0.04
29724,25,1,0.04,0.0,0.88,-0.28,1,0,0,0,0,0,0.04
30575,4,2,0.25,0.25,0.0,0.5,1,0,0,0,0,0,0.5
17022,25,1,0.04,0.0,3.48,-0.04,0,0,0,1,0,0,0.04
17798,13,0,0.0,0.0,4.923076923076923,-0.15384615384615385,0,0,0,1,0,0,0.0
19119,1,0,0.0,0.0,9.0,0.0,0,0,0,1,0,0,0.0
30333,67,16,0.13432835820895522,0.1044776119402985,0.7611940298507462,0.04477611940298507,0,1,0,0,0,0,0.24
31188,46,16,0.08695652173913043,0.2608695652173913,0.5217391304347826,0.08695652173913043,0,1,0,0,0,0,0.35
32216,55,7,0.01818181818181818,0.10909090909090909,0.8727272727272727,-0.41818181818181815,0,1,0,0,0,0,0.13
27646,79,10,0.11392405063291139,0.012658227848101266,1.620253164556962,-0.22784810126582278,0,1,0,0,0,0,0.13
28727,49,3,0.02040816326530612,0.04081632653061224,1.7346938775510203,-0.20408163265306123,0,1,0,0,0,0,0.06
29648,49,3,0.02040816326530612,0.04081632653061224,1.7346938775510203,-0.20408163265306123,0,1,0,0,0,0,0.06
33697,78,23,0.0641025641025641,0.23076923076923078,0.9615384615384616,0.0,0,1,0,0,0,0,0.3
34557,73,26,0.0684931506849315,0.2876712328767123,1.1369863013698631,0.2191780821917808,0,1,0,0,0,0,0.36
35593,52,14,0.09615384615384616,0.17307692307692307,0.8653846153846154,0.07692307692307693,0,1,0,0,0,0,0.27
28006,4,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
28504,57,12,0.08771929824561403,0.12280701754385964,0.6491228070175439,-0.08771929824561403,1,0,0,0,0,0,0.21
29425,57,12,0.08771929824561403,0.12280701754385964,0.6491228070175439,-0.08771929824561403,1,0,0,0,0,0,0.21
37436,33,10,0.06060606060606061,0.24242424242424243,1.606060606060606,0.21212121212121213,0,1,0,0,0,0,0.3
38610,1,0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0.0
40377,11,1,0.0,0.09090909090909091,2.1818181818181817,0.18181818181818182,0,1,0,0,0,0,0.09
38305,78,12,0.038461538461538464,0.11538461538461539,1.1025641025641026,-0.10256410256410256,1,0,0,0,0,0,0.15
39423,21,2,0.0,0.09523809523809523,1.619047619047619,-0.14285714285714285,1,0,0,0,0,0,0.1
40184,53,7,0.05660377358490566,0.07547169811320754,1.509433962264151,-0.1509433962264151,1,0,0,0,0,0,0.13
13773,11,5,0.09090909090909091,0.36363636363636365,0.5454545454545454,-0.18181818181818182,0,0,0,0,1,0,0.46
14150,57,33,0.22807017543859648,0.3508771929824561,1.1754385964912282,-0.14035087719298245,0,0,0,0,1,0,0.58
14833,55,24,0.14545454545454545,0.2909090909090909,0.9818181818181818,-0.10909090909090909,0,0,0,0,1,0,0.44
14923,22,12,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,0,0,0,1,0,0,0.55
15563,48,10,0.08333333333333333,0.125,0.3958333333333333,-0.25,0,0,0,1,0,0,0.21
16285,9,4,0.1111111111111111,0.3333333333333333,1.3333333333333333,-0.1111111111111111,0,0,0,1,0,0,0.44
36901,12,0,0.0,0.0,2.4166666666666665,-0.5,0,0,0,0,1,0,0.0
37623,6,2,0.0,0.3333333333333333,2.5,-0.16666666666666666,0,0,0,0,1,0,0.33
38440,18,4,0.1111111111111111,0.1111111111111111,1.6666666666666667,0.05555555555555555,0,0,0,0,1,0,0.22
28680,53,4,0.03773584905660377,0.03773584905660377,0.49056603773584906,-0.3018867924528302,0,1,0,0,0,0,0.08
