,gp,tp,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W,ppg
1980,39,9,0.1282051282051282,0.10256410256410256,0.2564102564102564,0.0,0,0,0,0,1,0,0.23
2189,9,1,0.0,0.1111111111111111,0.2222222222222222,0.0,0,0,0,0,1,0,0.11
13312,8,0,0.0,0.0,0.5,-0.25,0,1,0,0,0,0,0.0
13910,3,0,0.0,0.0,0.6666666666666666,0.0,0,1,0,0,0,0,0.0
14406,29,5,0.034482758620689655,0.13793103448275862,0.9310344827586207,-0.20689655172413793,0,1,0,0,0,0,0.17
8599,35,3,0.05714285714285714,0.02857142857142857,0.9142857142857143,-0.11428571428571428,0,0,0,1,0,0,0.09
8920,79,19,0.10126582278481013,0.13924050632911392,0.9746835443037974,-0.43037974683544306,0,0,0,1,0,0,0.24
11442,49,1,0.0,0.02040816326530612,0.8775510204081632,-0.30612244897959184,0,0,0,1,0,0,0.02
27878,19,2,0.0,0.10526315789473684,1.2105263157894737,-0.05263157894736842,0,0,0,1,0,0,0.11
28973,24,0,0.0,0.0,1.0416666666666667,-0.25,0,0,0,1,0,0,0.0
29894,24,0,0.0,0.0,1.0416666666666667,-0.25,0,0,0,1,0,0,0.0
10162,77,36,0.2597402597402597,0.33766233766233766,0.6103896103896104,0.07792207792207792,0,0,0,0,1,0,0.47
10732,67,17,0.11940298507462686,0.13432835820895522,0.5074626865671642,-0.2835820895522388,0,0,0,0,1,0,0.25
11501,7,0,0.0,0.0,0.5714285714285714,-0.7142857142857143,0,0,0,0,1,0,0.0
2172,46,3,0.021739130434782608,0.043478260869565216,0.5217391304347826,0.0,0,1,0,0,0,0,0.07
2333,47,1,0.02127659574468085,0.0,0.7659574468085106,0.0,0,1,0,0,0,0,0.02
2480,19,1,0.0,0.05263157894736842,0.7368421052631579,0.0,0,1,0,0,0,0,0.05
6753,71,30,0.18309859154929578,0.23943661971830985,0.704225352112676,0.056338028169014086,0,0,0,1,0,0,0.42
7038,73,32,0.2054794520547945,0.2328767123287671,0.2191780821917808,-0.589041095890411,0,0,0,1,0,0,0.44
7416,68,19,0.1323529411764706,0.14705882352941177,0.23529411764705882,0.10294117647058823,0,0,0,1,0,0,0.28
18362,2,1,0.0,0.5,0.0,0.0,0,0,0,0,1,0,0.5
19748,4,3,0.5,0.25,1.0,0.5,0,0,0,0,1,0,0.75
20433,22,6,0.13636363636363635,0.13636363636363635,0.36363636363636365,-0.18181818181818182,0,0,0,0,1,0,0.27
8180,72,11,0.013888888888888888,0.1388888888888889,0.625,-0.75,0,1,0,0,0,0,0.15
8985,59,10,0.05084745762711865,0.11864406779661017,0.8813559322033898,-1.3898305084745763,0,1,0,0,0,0,0.17
9982,1,0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,0.0
1702,22,3,0.13636363636363635,0.0,0.09090909090909091,0.0,0,0,1,0,0,0,0.14
1850,23,3,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.0,0,0,1,0,0,0,0.13
2003,48,4,0.0625,0.020833333333333332,0.25,0.0,0,0,1,0,0,0,0.08
3373,59,14,0.06779661016949153,0.1694915254237288,0.7457627118644068,0.0,0,1,0,0,0,0,0.24
3509,59,16,0.01694915254237288,0.2542372881355932,0.5254237288135594,0.0,0,1,0,0,0,0,0.27
3671,60,9,0.0,0.15,1.0,0.0,0,1,0,0,0,0,0.15
4199,65,37,0.26153846153846155,0.3076923076923077,0.12307692307692308,0.0,0,0,0,0,1,0,0.57
4355,65,34,0.23076923076923078,0.2923076923076923,0.26153846153846155,0.0,0,0,0,0,1,0,0.52
4515,64,27,0.1875,0.234375,0.375,0.0,0,0,0,0,1,0,0.42
25666,60,26,0.18333333333333332,0.25,0.55,-0.06666666666666667,0,0,0,0,1,0,0.43
26831,70,8,0.0,0.11428571428571428,0.6571428571428571,-0.04285714285714286,0,0,0,0,1,0,0.11
27687,8,8,0.625,0.375,0.75,0.625,0,0,0,0,1,0,1.0
9803,74,22,0.04054054054054054,0.25675675675675674,0.28378378378378377,0.5675675675675675,0,1,0,0,0,0,0.3
10211,72,26,0.06944444444444445,0.2916666666666667,0.5138888888888888,0.7777777777777778,0,1,0,0,0,0,0.36
12465,42,12,0.09523809523809523,0.19047619047619047,0.8333333333333334,0.3333333333333333,0,1,0,0,0,0,0.29
16116,77,17,0.09090909090909091,0.12987012987012986,1.077922077922078,-0.03896103896103896,1,0,0,0,0,0,0.22
16966,19,3,0.05263157894736842,0.10526315789473684,0.42105263157894735,-0.21052631578947367,1,0,0,0,0,0,0.16
17700,6,1,0.0,0.16666666666666666,0.3333333333333333,-0.3333333333333333,1,0,0,0,0,0,0.17
6565,39,5,0.07692307692307693,0.05128205128205128,0.4358974358974359,-0.28205128205128205,1,0,0,0,0,0,0.13
6813,66,16,0.07575757575757576,0.16666666666666666,0.6515151515151515,-0.06060606060606061,1,0,0,0,0,0,0.24
7177,9,2,0.0,0.2222222222222222,0.7777777777777778,-0.2222222222222222,1,0,0,0,0,0,0.22
8638,1,0,0.0,0.0,2.0,-1.0,0,1,0,0,0,0,0.0
9118,7,0,0.0,0.0,1.1428571428571428,-0.42857142857142855,0,1,0,0,0,0,0.0
9482,20,3,0.0,0.15,1.05,-0.25,0,1,0,0,0,0,0.15
4393,45,17,0.0,0.37777777777777777,0.13333333333333333,0.0,0,1,0,0,0,0,0.38
4525,68,22,0.029411764705882353,0.29411764705882354,0.11764705882352941,0.0,0,1,0,0,0,0,0.32
4660,70,25,0.04285714285714286,0.3142857142857143,0.05714285714285714,0.0,0,1,0,0,0,0,0.36
956,9,0,0.0,0.0,0.2222222222222222,0.0,0,1,0,0,0,0,0.0
1075,42,3,0.047619047619047616,0.023809523809523808,1.2619047619047619,0.0,0,1,0,0,0,0,0.07
1387,15,2,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.0,0,1,0,0,0,0,0.13
10213,57,25,0.22807017543859648,0.21052631578947367,2.192982456140351,-0.2631578947368421,0,0,1,0,0,0,0.44
10833,24,4,0.08333333333333333,0.08333333333333333,2.6666666666666665,-0.25,0,0,1,0,0,0,0.17
11350,14,5,0.21428571428571427,0.14285714285714285,0.5,0.0,0,0,1,0,0,0,0.36
15100,27,1,0.0,0.037037037037037035,1.0740740740740742,-0.2962962962962963,0,1,0,0,0,0,0.04
15608,34,6,0.08823529411764706,0.08823529411764706,1.088235294117647,-0.2647058823529412,0,1,0,0,0,0,0.18
16306,33,3,0.030303030303030304,0.06060606060606061,0.6666666666666666,-0.12121212121212122,0,1,0,0,0,0,0.09
2873,7,5,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,0,0,0,0,1,0,0.71
3203,45,27,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.0,0,0,0,0,1,0,0.6
3405,27,2,0.07407407407407407,0.0,0.07407407407407407,0.0,0,0,0,0,1,0,0.07
6863,34,5,0.029411764705882353,0.11764705882352941,0.7941176470588235,-0.47058823529411764,0,1,0,0,0,0,0.15
7160,27,4,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.2222222222222222,0,1,0,0,0,0,0.15
7556,1,0,0.0,0.0,4.0,0.0,0,1,0,0,0,0,0.0
13642,56,19,0.03571428571428571,0.30357142857142855,2.0714285714285716,-0.017857142857142856,0,1,0,0,0,0,0.34
14464,27,2,0.0,0.07407407407407407,1.1851851851851851,-0.1111111111111111,0,1,0,0,0,0,0.07
15051,8,2,0.0,0.25,1.625,0.25,0,1,0,0,0,0,0.25
2274,43,16,0.13953488372093023,0.23255813953488372,0.6511627906976745,0.0,0,0,0,0,1,0,0.37
2456,13,5,0.23076923076923078,0.15384615384615385,1.8461538461538463,0.0,0,0,0,0,1,0,0.39
2728,16,10,0.3125,0.3125,1.125,0.0,0,0,0,0,1,0,0.63
7037,51,32,0.29411764705882354,0.3333333333333333,0.5882352941176471,-0.0392156862745098,1,0,0,0,0,0,0.63
7328,69,39,0.2753623188405797,0.2898550724637681,0.5942028985507246,0.18840579710144928,1,0,0,0,0,0,0.57
7830,14,6,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.21428571428571427,1,0,0,0,0,0,0.43
33151,16,3,0.125,0.0625,0.125,-0.25,0,0,0,0,1,0,0.19
34830,24,7,0.16666666666666666,0.125,0.25,0.041666666666666664,0,0,0,0,1,0,0.29
35909,7,1,0.14285714285714285,0.0,0.0,0.0,0,0,0,0,1,0,0.14
2803,47,43,0.3191489361702128,0.5957446808510638,0.23404255319148937,0.0,1,0,0,0,0,0,0.92
2995,7,8,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.0,1,0,0,0,0,0,1.14
3116,38,14,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.0,1,0,0,0,0,0,0.37
1206,26,7,0.19230769230769232,0.07692307692307693,0.5384615384615384,0.0,0,0,0,1,0,0,0.27
1308,47,19,0.2553191489361702,0.14893617021276595,0.2553191489361702,0.0,0,0,0,1,0,0,0.4
1470,46,20,0.2608695652173913,0.17391304347826086,0.45652173913043476,0.0,0,0,0,1,0,0,0.44
15378,51,32,0.2549019607843137,0.37254901960784315,0.11764705882352941,0.37254901960784315,0,0,0,0,1,0,0.63
16314,9,2,0.2222222222222222,0.0,0.0,-0.5555555555555556,0,0,0,0,1,0,0.22
17036,3,1,0.0,0.3333333333333333,1.3333333333333333,0.0,0,0,0,0,1,0,0.33
8398,69,36,0.07246376811594203,0.4492753623188406,0.7536231884057971,0.7391304347826086,0,1,0,0,0,0,0.52
8881,51,27,0.0784313725490196,0.45098039215686275,0.39215686274509803,0.17647058823529413,0,1,0,0,0,0,0.53
9429,59,10,0.01694915254237288,0.15254237288135594,0.7457627118644068,-0.1694915254237288,0,1,0,0,0,0,0.17
148,29,5,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.0,1,0,0,0,0,0,0.17
196,19,0,0.0,0.0,0.10526315789473684,0.0,1,0,0,0,0,0,0.0
235,11,1,0.0,0.09090909090909091,0.0,0.0,1,0,0,0,0,0,0.09
344,34,13,0.23529411764705882,0.14705882352941177,3.4705882352941178,0.0,0,0,0,0,1,0,0.38
488,35,6,0.17142857142857143,0.0,0.8,0.0,0,0,0,0,1,0,0.17
626,43,5,0.11627906976744186,0.0,1.3953488372093024,0.0,0,0,0,0,1,0,0.12
990,44,22,0.3181818181818182,0.18181818181818182,0.7954545454545454,0.0,0,0,1,0,0,0,0.5
1162,48,22,0.14583333333333334,0.3125,0.4166666666666667,0.0,0,0,1,0,0,0,0.46
1364,47,6,0.10638297872340426,0.02127659574468085,0.1276595744680851,0.0,0,0,1,0,0,0,0.13
14283,65,17,0.12307692307692308,0.13846153846153847,0.3384615384615385,0.0,1,0,0,0,0,0,0.26
14954,26,8,0.07692307692307693,0.23076923076923078,0.4230769230769231,-0.23076923076923078,1,0,0,0,0,0,0.31
15656,31,3,0.03225806451612903,0.06451612903225806,0.1935483870967742,-0.2903225806451613,1,0,0,0,0,0,0.1
5011,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
5444,8,0,0.0,0.0,0.25,0.0,1,0,0,0,0,0,0.0
5581,7,0,0.0,0.0,0.5714285714285714,0.0,1,0,0,0,0,0,0.0
279,28,5,0.10714285714285714,0.07142857142857142,2.0,0.0,0,1,0,0,0,0,0.18
368,33,6,0.06060606060606061,0.12121212121212122,2.9393939393939394,0.0,0,1,0,0,0,0,0.18
514,42,2,0.023809523809523808,0.023809523809523808,0.9285714285714286,0.0,0,1,0,0,0,0,0.05
6802,66,18,0.15151515151515152,0.12121212121212122,0.06060606060606061,-0.48484848484848486,1,0,0,0,0,0,0.27
7118,70,13,0.14285714285714285,0.04285714285714286,0.08571428571428572,0.04285714285714286,1,0,0,0,0,0,0.19
7473,42,9,0.14285714285714285,0.07142857142857142,0.047619047619047616,-0.11904761904761904,1,0,0,0,0,0,0.21
6139,24,5,0.041666666666666664,0.16666666666666666,0.25,0.0,1,0,0,0,0,0,0.21
6454,62,29,0.1935483870967742,0.27419354838709675,0.03225806451612903,-0.0967741935483871,1,0,0,0,0,0,0.47
6780,73,24,0.0958904109589041,0.2328767123287671,0.136986301369863,-0.2602739726027397,1,0,0,0,0,0,0.33
12527,36,6,0.08333333333333333,0.08333333333333333,0.2777777777777778,-0.6944444444444444,0,0,0,0,1,0,0.17
12936,76,30,0.14473684210526316,0.25,0.34210526315789475,-0.19736842105263158,0,0,0,0,1,0,0.4
13596,71,23,0.1267605633802817,0.19718309859154928,0.28169014084507044,-0.323943661971831,0,0,0,0,1,0,0.32
8889,69,25,0.18840579710144928,0.17391304347826086,0.17391304347826086,0.0,1,0,0,0,0,0,0.36
9387,64,16,0.140625,0.109375,0.15625,0.078125,1,0,0,0,0,0,0.25
9851,43,14,0.13953488372093023,0.18604651162790697,0.3023255813953488,0.09302325581395349,1,0,0,0,0,0,0.33
5235,47,18,0.10638297872340426,0.2765957446808511,0.7021276595744681,0.0,0,0,0,0,1,0,0.38
5675,42,10,0.07142857142857142,0.16666666666666666,0.2857142857142857,0.0,0,0,0,0,1,0,0.24
5835,15,2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0,0,0,0,1,0,0.13
3925,60,24,0.1,0.3,0.4,0.0,1,0,0,0,0,0,0.4
4056,68,41,0.10294117647058823,0.5,0.29411764705882354,0.0,1,0,0,0,0,0,0.6
4237,56,19,0.07142857142857142,0.26785714285714285,0.4642857142857143,0.0,1,0,0,0,0,0,0.34
273,29,8,0.1724137931034483,0.10344827586206896,1.103448275862069,0.0,0,1,0,0,0,0,0.28
359,33,7,0.18181818181818182,0.030303030303030304,1.3636363636363635,0.0,0,1,0,0,0,0,0.21
506,43,4,0.06976744186046512,0.023255813953488372,0.46511627906976744,0.0,0,1,0,0,0,0,0.09
3184,48,41,0.4791666666666667,0.375,0.2916666666666667,0.0,1,0,0,0,0,0,0.85
3304,60,63,0.2833333333333333,0.7666666666666667,0.5833333333333334,0.0,1,0,0,0,0,0,1.05
3494,41,20,0.0975609756097561,0.3902439024390244,0.6097560975609756,0.0,1,0,0,0,0,0,0.49
26078,29,3,0.034482758620689655,0.06896551724137931,2.7241379310344827,-0.06896551724137931,0,0,0,0,1,0,0.1
26841,42,7,0.023809523809523808,0.14285714285714285,4.238095238095238,-0.38095238095238093,0,0,0,0,1,0,0.17
28037,11,0,0.0,0.0,1.0909090909090908,-0.18181818181818182,0,0,0,0,1,0,0.0
12106,80,91,0.65,0.4875,0.7125,-0.2125,0,0,0,1,0,0,1.14
12740,72,76,0.625,0.4305555555555556,0.375,-0.3194444444444444,0,0,0,1,0,0,1.06
13467,68,44,0.4117647058823529,0.23529411764705882,0.11764705882352941,-0.36764705882352944,0,0,0,1,0,0,0.65
24054,65,18,0.15384615384615385,0.12307692307692308,0.27692307692307694,-0.12307692307692308,0,0,0,0,1,0,0.28
24997,47,12,0.10638297872340426,0.14893617021276595,0.1276595744680851,-0.1702127659574468,0,0,0,0,1,0,0.26
26070,19,3,0.05263157894736842,0.10526315789473684,0.10526315789473684,-0.3684210526315789,0,0,0,0,1,0,0.16
33761,63,18,0.12698412698412698,0.15873015873015872,0.2222222222222222,0.1111111111111111,1,0,0,0,0,0,0.29
34734,75,12,0.06666666666666667,0.09333333333333334,0.10666666666666667,-0.04,1,0,0,0,0,0,0.16
35950,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
11669,55,46,0.36363636363636365,0.4727272727272727,0.7454545454545455,0.05454545454545454,0,0,0,0,1,0,0.84
12413,18,17,0.3333333333333333,0.6111111111111112,0.4444444444444444,0.05555555555555555,0,0,0,0,1,0,0.94
13020,39,18,0.1794871794871795,0.28205128205128205,0.2564102564102564,-0.20512820512820512,0,0,0,0,1,0,0.46
36787,15,1,0.0,0.06666666666666667,0.6666666666666666,-0.4,1,0,0,0,0,0,0.07
37600,14,2,0.14285714285714285,0.0,1.5,0.0,1,0,0,0,0,0,0.14
38664,4,0,0.0,0.0,0.5,-1.0,1,0,0,0,0,0,0.0
11625,63,57,0.38095238095238093,0.5238095238095238,0.5873015873015873,0.0,0,0,0,0,1,0,0.9
12300,59,33,0.3050847457627119,0.2542372881355932,0.3389830508474576,0.0,0,0,0,0,1,0,0.56
13137,17,7,0.17647058823529413,0.23529411764705882,0.11764705882352941,-0.058823529411764705,0,0,0,0,1,0,0.41
10421,8,1,0.0,0.125,1.125,-0.375,0,0,1,0,0,0,0.13
10716,45,19,0.15555555555555556,0.26666666666666666,1.0666666666666667,0.022222222222222223,0,0,1,0,0,0,0.42
11264,30,14,0.26666666666666666,0.2,0.5,0.06666666666666667,0,0,1,0,0,0,0.47
42540,66,32,0.3181818181818182,0.16666666666666666,0.8484848484848485,0.0,1,0,0,0,0,0,0.48
43389,55,31,0.2545454545454545,0.3090909090909091,0.6727272727272727,0.2727272727272727,1,0,0,0,0,0,0.56
44426,74,31,0.20270270270270271,0.21621621621621623,0.7297297297297297,0.21621621621621623,1,0,0,0,0,0,0.42
42737,55,16,0.14545454545454545,0.14545454545454545,0.6545454545454545,-0.10909090909090909,0,0,0,1,0,0,0.29
43623,51,14,0.0784313725490196,0.19607843137254902,0.7254901960784313,-0.2549019607843137,0,0,0,1,0,0,0.28
44993,6,1,0.16666666666666666,0.0,0.6666666666666666,-0.16666666666666666,0,0,0,1,0,0,0.17
12130,77,78,0.3246753246753247,0.6883116883116883,0.4155844155844156,-0.11688311688311688,0,0,1,0,0,0,1.01
12776,78,66,0.28205128205128205,0.5641025641025641,0.1794871794871795,-0.07692307692307693,0,0,1,0,0,0,0.85
13546,74,31,0.0945945945945946,0.32432432432432434,0.32432432432432434,-0.1891891891891892,0,0,1,0,0,0,0.42
42654,65,23,0.09230769230769231,0.26153846153846155,0.3076923076923077,-0.06153846153846154,1,0,0,0,0,0,0.35
43726,41,10,0.07317073170731707,0.17073170731707318,0.3902439024390244,0.04878048780487805,1,0,0,0,0,0,0.24
44520,65,23,0.15384615384615385,0.2,0.4307692307692308,0.2,1,0,0,0,0,0,0.35
40375,10,1,0.0,0.1,0.4,-0.5,0,0,0,1,0,0,0.1
41366,2,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
42226,19,1,0.0,0.05263157894736842,0.3157894736842105,-0.3684210526315789,0,0,0,1,0,0,0.05
27660,67,10,0.029850746268656716,0.11940298507462686,0.417910447761194,-0.07462686567164178,0,1,0,0,0,0,0.15
28974,28,0,0.0,0.0,0.25,-0.03571428571428571,0,1,0,0,0,0,0.0
29895,28,0,0.0,0.0,0.25,-0.03571428571428571,0,1,0,0,0,0,0.0
13717,46,10,0.043478260869565216,0.17391304347826086,1.6304347826086956,0.30434782608695654,0,1,0,0,0,0,0.22
14463,21,2,0.0,0.09523809523809523,1.3333333333333333,-0.09523809523809523,0,1,0,0,0,0,0.1
15099,27,1,0.0,0.037037037037037035,0.7777777777777778,-0.14814814814814814,0,1,0,0,0,0,0.04
42365,71,65,0.30985915492957744,0.6056338028169014,0.5211267605633803,0.014084507042253521,0,0,0,0,1,0,0.92
43290,50,46,0.3,0.62,1.0,-0.34,0,0,0,0,1,0,0.92
44278,59,55,0.22033898305084745,0.711864406779661,0.5423728813559322,-0.2542372881355932,0,0,0,0,1,0,0.93
13472,75,44,0.21333333333333335,0.37333333333333335,0.26666666666666666,0.08,0,0,0,0,1,0,0.59
14245,45,20,0.2222222222222222,0.2222222222222222,0.3111111111111111,-0.022222222222222223,0,0,0,0,1,0,0.44
15000,10,4,0.2,0.2,0.6,0.0,0,0,0,0,1,0,0.4
42400,69,53,0.3188405797101449,0.4492753623188406,0.30434782608695654,-0.21739130434782608,1,0,0,0,0,0,0.77
43327,56,39,0.3392857142857143,0.35714285714285715,0.4107142857142857,-0.10714285714285714,1,0,0,0,0,0,0.7
44282,70,52,0.44285714285714284,0.3,0.5714285714285714,0.04285714285714286,1,0,0,0,0,0,0.74
5233,69,19,0.07246376811594203,0.2028985507246377,1.391304347826087,0.0,0,1,0,0,0,0,0.28
5387,54,10,0.0,0.18518518518518517,1.3333333333333333,0.0,0,1,0,0,0,0,0.19
5553,9,3,0.2222222222222222,0.1111111111111111,2.2222222222222223,0.0,0,1,0,0,0,0,0.33
4744,6,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0
4865,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
4949,64,21,0.140625,0.1875,1.234375,0.0,0,0,0,0,1,0,0.33
23467,58,7,0.05172413793103448,0.06896551724137931,0.9827586206896551,-0.06896551724137931,1,0,0,0,0,0,0.12
24340,41,3,0.024390243902439025,0.04878048780487805,0.8536585365853658,-0.3170731707317073,1,0,0,0,0,0,0.07
25172,27,4,0.037037037037037035,0.1111111111111111,0.9629629629629629,-0.1111111111111111,1,0,0,0,0,0,0.15
7405,69,21,0.014492753623188406,0.2898550724637681,2.130434782608696,0.21739130434782608,0,1,0,0,0,0,0.3
7784,74,14,0.02702702702702703,0.16216216216216217,1.364864864864865,0.10810810810810811,0,1,0,0,0,0,0.19
8226,5,2,0.2,0.2,0.8,-1.0,0,1,0,0,0,0,0.4
5029,9,0,0.0,0.0,0.2222222222222222,0.0,1,0,0,0,0,0,0.0
5542,34,9,0.20588235294117646,0.058823529411764705,0.4117647058823529,0.0,1,0,0,0,0,0,0.27
5848,7,1,0.0,0.14285714285714285,0.0,0.0,1,0,0,0,0,0,0.14
21064,22,9,0.09090909090909091,0.3181818181818182,0.2727272727272727,-0.36363636363636365,0,1,0,0,0,0,0.41
21982,13,5,0.0,0.38461538461538464,0.7692307692307693,-0.15384615384615385,0,1,0,0,0,0,0.39
22721,27,7,0.1111111111111111,0.14814814814814814,0.2962962962962963,0.0,0,1,0,0,0,0,0.26
8766,80,48,0.3125,0.2875,0.75,0.2625,0,0,0,1,0,0,0.6
9247,80,42,0.25,0.275,0.4625,0.025,0,0,0,1,0,0,0.53
9708,69,38,0.18840579710144928,0.36231884057971014,0.2898550724637681,0.17391304347826086,0,0,0,1,0,0,0.55
6942,11,0,0.0,0.0,0.0,0.36363636363636365,0,1,0,0,0,0,0.0
7127,60,11,0.06666666666666667,0.11666666666666667,0.85,-0.23333333333333334,0,1,0,0,0,0,0.18
7474,64,9,0.0625,0.078125,0.84375,0.0,0,1,0,0,0,0,0.14
28670,54,5,0.0,0.09259259259259259,1.6296296296296295,-0.18518518518518517,0,1,0,0,0,0,0.09
29591,54,5,0.0,0.09259259259259259,1.6296296296296295,-0.18518518518518517,0,1,0,0,0,0,0.09
30486,41,7,0.024390243902439025,0.14634146341463414,1.3170731707317074,0.04878048780487805,0,1,0,0,0,0,0.17
14775,62,32,0.27419354838709675,0.24193548387096775,0.5806451612903226,-0.11290322580645161,1,0,0,0,0,0,0.52
15443,78,22,0.16666666666666666,0.11538461538461539,0.44871794871794873,-0.16666666666666666,1,0,0,0,0,0,0.28
16107,72,18,0.09722222222222222,0.1527777777777778,0.3888888888888889,-0.4305555555555556,1,0,0,0,0,0,0.25
16045,77,25,0.06493506493506493,0.2597402597402597,1.4025974025974026,-0.07792207792207792,1,0,0,0,0,0,0.33
16796,57,16,0.12280701754385964,0.15789473684210525,1.0,-0.21052631578947367,1,0,0,0,0,0,0.28
17373,73,26,0.1643835616438356,0.1917808219178082,0.863013698630137,-0.0273972602739726,1,0,0,0,0,0,0.36
2690,33,23,0.21212121212121213,0.48484848484848486,0.30303030303030304,0.0,0,0,0,1,0,0,0.7
2822,46,32,0.21739130434782608,0.4782608695652174,0.13043478260869565,0.0,0,0,0,1,0,0,0.7
3536,22,6,0.13636363636363635,0.13636363636363635,0.7272727272727273,0.0,0,0,0,1,0,0,0.27
518,6,1,0.16666666666666666,0.0,0.0,0.0,0,1,0,0,0,0,0.17
704,41,16,0.3170731707317073,0.07317073170731707,1.6585365853658536,0.0,0,1,0,0,0,0,0.39
898,31,10,0.0967741935483871,0.22580645161290322,1.3548387096774193,0.0,0,1,0,0,0,0,0.32
8138,46,18,0.2391304347826087,0.15217391304347827,0.391304347826087,-0.43478260869565216,0,0,0,0,1,0,0.39
8598,22,3,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.13636363636363635,0,0,0,0,1,0,0.14
9064,2,1,0.0,0.5,0.0,-0.5,0,0,0,0,1,0,0.5
25017,45,11,0.1111111111111111,0.13333333333333333,0.3111111111111111,0.0,1,0,0,0,0,0,0.24
25831,75,14,0.09333333333333334,0.09333333333333334,0.29333333333333333,-0.10666666666666667,1,0,0,0,0,0,0.19
26819,75,8,0.04,0.06666666666666667,0.26666666666666666,-0.4266666666666667,1,0,0,0,0,0,0.11
14188,45,28,0.3111111111111111,0.3111111111111111,0.17777777777777778,-0.06666666666666667,0,0,0,0,1,0,0.62
14748,68,37,0.22058823529411764,0.3235294117647059,0.38235294117647056,-0.20588235294117646,0,0,0,0,1,0,0.54
15794,15,0,0.0,0.0,0.13333333333333333,-0.06666666666666667,0,0,0,0,1,0,0.0
11086,61,39,0.21311475409836064,0.4262295081967213,1.1639344262295082,0.4918032786885246,0,1,0,0,0,0,0.64
11720,53,34,0.1320754716981132,0.5094339622641509,2.660377358490566,0.1509433962264151,0,1,0,0,0,0,0.64
12530,12,6,0.08333333333333333,0.4166666666666667,1.8333333333333333,0.3333333333333333,0,1,0,0,0,0,0.5
2938,47,47,0.40425531914893614,0.5957446808510638,0.44680851063829785,0.0,0,0,0,1,0,0,1.0
3079,50,35,0.34,0.36,1.18,0.0,0,0,0,1,0,0,0.7
3222,41,18,0.21951219512195122,0.21951219512195122,0.2926829268292683,0.0,0,0,0,1,0,0,0.44
1572,9,0,0.0,0.0,0.6666666666666666,0.0,0,1,0,0,0,0,0.0
1723,30,1,0.0,0.03333333333333333,0.5666666666666667,0.0,0,1,0,0,0,0,0.03
1884,2,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0
3694,5,1,0.2,0.0,0.0,0.0,0,1,0,0,0,0,0.2
3824,11,3,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0,1,0,0,0,0,0.27
3979,15,5,0.0,0.3333333333333333,0.26666666666666666,0.0,0,1,0,0,0,0,0.33
6502,47,19,0.14893617021276595,0.2553191489361702,0.3829787234042553,-0.14893617021276595,1,0,0,0,0,0,0.4
6798,62,19,0.11290322580645161,0.1935483870967742,0.0967741935483871,-0.16129032258064516,1,0,0,0,0,0,0.31
7130,52,10,0.09615384615384616,0.09615384615384616,0.3076923076923077,-0.34615384615384615,1,0,0,0,0,0,0.19
21641,71,32,0.15492957746478872,0.29577464788732394,0.9295774647887324,0.4225352112676056,0,0,0,1,0,0,0.45
22640,66,12,0.06060606060606061,0.12121212121212122,0.7121212121212122,-0.07575757575757576,0,0,0,1,0,0,0.18
23403,71,11,0.028169014084507043,0.1267605633802817,0.7464788732394366,0.028169014084507043,0,0,0,1,0,0,0.15
6936,5,0,0.0,0.0,0.0,-0.6,0,1,0,0,0,0,0.0
7541,9,1,0.0,0.1111111111111111,0.6666666666666666,-0.3333333333333333,0,1,0,0,0,0,0.11
7912,4,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0.0
15498,47,16,0.1702127659574468,0.1702127659574468,0.40425531914893614,0.0,0,0,0,1,0,0,0.34
16064,78,22,0.14102564102564102,0.14102564102564102,0.1794871794871795,0.10256410256410256,0,0,0,1,0,0,0.28
16784,49,17,0.20408163265306123,0.14285714285714285,0.6938775510204082,0.2653061224489796,0,0,0,1,0,0,0.35
8931,60,18,0.06666666666666667,0.23333333333333334,3.7,0.18333333333333332,0,1,0,0,0,0,0.3
9407,80,13,0.0125,0.15,3.825,-0.1,0,1,0,0,0,0,0.16
9783,77,24,0.07792207792207792,0.23376623376623376,3.2987012987012987,-0.025974025974025976,0,1,0,0,0,0,0.31
10205,77,27,0.11688311688311688,0.23376623376623376,0.22077922077922077,-0.14285714285714285,0,0,0,1,0,0,0.35
