playername,gp,tp,ppg,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W
A.J. Greer,47,8,0.146,0.03555555555555555,0.11084967320261438,2.1322875816993463,-0.08313725490196078,0.0,0.0,0.0,1.0,0.0,0
Aaron Broten,748,515,0.6025,0.22323515370991354,0.37960996202627406,0.5325172254318087,-0.11009791497683334,1.0,0.0,0.0,0.0,0.0,0
Aaron Downey,280,20,0.095,0.04741352648329392,0.04761193918170662,1.8246972055111592,-0.04956202049225304,0.0,0.0,0.0,0.0,1.0,0
Aaron Ekblad,554,291,0.54125,0.18449842748402956,0.3581785194360028,0.6212268341621224,0.13844321805664267,0.0,1.0,0.0,0.0,0.0,0
Aaron Gagnon,38,5,0.1025,0.075,0.02631578947368421,0.05,-0.025187969924812023,1.0,0.0,0.0,0.0,0.0,0
Aaron Gavey,360,91,0.19555555555555557,0.0794927864573197,0.11678881106877788,0.7363893906472798,-0.09225824959224638,1.0,0.0,0.0,0.0,0.0,0
Aaron Johnson,320,70,0.20444444444444446,0.054901579097436135,0.1484495963523046,0.8778697843904791,0.02963570189231648,0.0,1.0,0.0,0.0,0.0,0
Aaron MacKenzie,5,0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0
Aaron Miller,712,122,0.15200000000000002,0.02872934739863136,0.12328446842791137,0.569347504281089,-0.034367836441375754,0.0,1.0,0.0,0.0,0.0,0
Aaron Ness,72,7,0.08142857142857143,0.0071428571428571435,0.0738095238095238,0.28174603174603174,-0.05119047619047619,0.0,1.0,0.0,0.0,0.0,0
Aaron Palushaj,68,14,0.1225,0.026578947368421053,0.09631578947368422,0.29929824561403506,-0.055087719298245616,0.0,0.0,0.0,0.0,1.0,0
Aaron Rome,226,28,0.11000000000000001,0.021212991010357632,0.08770060285095951,0.6942293836139107,-0.1925438289010695,0.0,1.0,0.0,0.0,0.0,0
Aaron Volpatti,114,7,0.05600000000000001,0.03784568912882804,0.019393939393939394,0.9862180661332305,-0.057479996143834956,0.0,0.0,0.0,1.0,0.0,0
Aaron Voros,162,37,0.18250000000000002,0.08714790178204812,0.09324546275765788,2.644240165886507,-0.16901330376940132,0.0,0.0,0.0,1.0,0.0,0
Aaron Ward,888,159,0.22687500000000005,0.05871863446405113,0.16930110732202697,0.9261622847196108,0.04815318925706853,0.0,1.0,0.0,0.0,0.0,0
Ab DeMarco,208,167,0.7357142857142858,0.3620503434789149,0.37345178202321055,0.23485043485043486,0.0,1.0,0.0,0.0,0.0,0.0,0
"Ab DeMarco, Jr.",344,124,0.28666666666666674,0.08400510969875957,0.20365459107592976,0.1419074124451699,0.06880118514843916,0.0,1.0,0.0,0.0,0.0,0
Ab McDonald,762,430,0.4726666666666667,0.19906496058565237,0.2737612527865939,0.22265728305420945,-0.011587994728474603,0.0,0.0,0.0,1.0,0.0,0
Ace Bailey,316,192,0.5974999999999999,0.3376879228515176,0.25766232726122634,1.4852278803169452,0.0,0.0,0.0,0.0,0.0,1.0,0
Adam Almquist,2,1,0.5,0.5,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,0
Adam Beckman,3,1,0.33,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0
Adam Bennett,69,11,0.10666666666666667,0.020833333333333332,0.08333333333333333,1.3069444444444445,-0.030555555555555548,0.0,1.0,0.0,0.0,0.0,0
Adam Berti,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Adam Boqvist,127,51,0.4033333333333333,0.1234633690874724,0.2783994898772517,0.260545193687231,-0.14988043998087042,0.0,1.0,0.0,0.0,0.0,0
Adam Brooks,42,11,0.34,0.14898989898989898,0.18704906204906202,0.027777777777777776,0.19660894660894665,1.0,0.0,0.0,0.0,0.0,0
Adam Brown,392,218,0.4780000000000001,0.22671085017818574,0.24936154494032783,0.8009776444335941,0.0,0.0,0.0,0.0,1.0,0.0,0
Adam Burish,378,60,0.14222222222222222,0.05647175928979472,0.08492476093120216,1.1730405546025515,-0.11115826977340666,0.0,0.0,0.0,0.0,1.0,0
Adam Burt,737,152,0.19153846153846155,0.04733566937974329,0.14482928601373007,1.290506331619739,-0.07177286744625697,0.0,1.0,0.0,0.0,0.0,0
Adam Clendening,90,24,0.238,0.02932358705439907,0.20801525504528842,0.374570687006727,0.08978176810212404,0.0,1.0,0.0,0.0,0.0,0
Adam Cracknell,210,43,0.18666666666666668,0.10734237582063669,0.07931819131846053,0.13438986891672317,-0.04085750613883607,0.0,0.0,0.0,0.0,1.0,0
Adam Creighton,708,403,0.5199999999999999,0.2341486385837741,0.28509936969358257,1.3159244656393532,-0.023862466005418585,1.0,0.0,0.0,0.0,0.0,0
Adam Deadmarsh,567,373,0.5390909090909091,0.2816233251653451,0.25758060110322334,1.1386844935074472,0.06763332810236239,0.0,0.0,0.0,0.0,1.0,0
Adam Erne,290,70,0.22833333333333336,0.1189450726407248,0.10950828157349897,0.5079722531896445,-0.16109660066181805,0.0,0.0,0.0,1.0,0.0,0
Adam Foote,1227,338,0.27199999999999996,0.05751982531403599,0.214235529248728,1.2866522761538859,0.08234160395612893,0.0,1.0,0.0,0.0,0.0,0
Adam Fox,198,157,0.7966666666666667,0.1140603688548894,0.6812903990986183,0.34681847832532764,0.2838403605526893,0.0,1.0,0.0,0.0,0.0,0
Adam Gaudette,211,70,0.264,0.10314295209609267,0.16148055832502492,0.30853297251103834,-0.08259435977780942,1.0,0.0,0.0,0.0,0.0,0
Adam Graves,1152,616,0.505,0.2664827147475188,0.23836929036729285,1.0515613254425074,-0.03321412125769385,0.0,0.0,0.0,1.0,0.0,0
Adam Hall,761,183,0.29083333333333333,0.09026208091784733,0.20050872740213857,0.3945667107431238,-0.095708254014865,0.0,0.0,0.0,0.0,1.0,0
Adam Henrique,763,437,0.5208333333333333,0.25870492777655535,0.2607519067311768,0.2716542002963947,0.06842415852056773,1.0,0.0,0.0,0.0,0.0,0
Adam Johnson,13,4,0.31,0.07142857142857142,0.23809523809523808,0.14285714285714285,0.09523809523809523,1.0,0.0,0.0,0.0,0.0,0
Adam Larsson,677,157,0.22000000000000003,0.04453025501009336,0.17465435430925774,0.5607587502751906,0.0022422395975189983,0.0,1.0,0.0,0.0,0.0,0
Adam Lowry,533,167,0.32125,0.14812115781244642,0.1733812702856543,0.5067280239648204,0.026718567447008214,1.0,0.0,0.0,0.0,0.0,0
Adam Mair,696,134,0.16153846153846155,0.05826888945612363,0.10212180439900677,1.2929634325550028,-0.0389177192082162,0.0,0.0,0.0,0.0,1.0,0
Adam McQuaid,512,73,0.137,0.03335566407821906,0.10337138229449698,1.4221587197442953,0.09344617522435669,0.0,1.0,0.0,0.0,0.0,0
Adam Oates,1397,1438,1.0060000000000002,0.24057060687295945,0.7637023453092763,0.29666044901466615,0.01800442075874039,1.0,0.0,0.0,0.0,0.0,0
Adam Pardy,342,52,0.14555555555555555,0.0094541910331384,0.13655376395987517,0.8365978702385577,-0.014474571774791636,0.0,1.0,0.0,0.0,0.0,0
Adam Payerl,2,0,0.0,0.0,0.0,1.0,-0.5,1.0,0.0,0.0,0.0,0.0,0
Adam Pelech,374,103,0.26285714285714284,0.04439197182499099,0.21896856599811168,0.27204225581330316,0.11656319224094294,0.0,1.0,0.0,0.0,0.0,0
Adam Pineault,3,0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0
Adam Raska,5,0,0.0,0.0,0.0,1.4,0.2,0.0,0.0,0.0,1.0,0.0,0
Adam Ruzicka,29,11,0.36,0.09615384615384616,0.26282051282051283,0.8205128205128205,0.48717948717948717,1.0,0.0,0.0,0.0,0.0,0
Adie LaFrance,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0
Adolph Kukulowicz,4,1,0.165,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Adrian Aucoin,1189,443,0.3815789473684211,0.15000882259265713,0.23227884635706741,0.6814384046018129,0.08249680912380646,0.0,1.0,0.0,0.0,0.0,0
Adrian Kempe,386,181,0.4483333333333333,0.2135075413577829,0.23420188476951762,0.4961844453148801,-0.1091819182881985,1.0,0.0,0.0,0.0,0.0,0
Adrien Plavsic,214,72,0.32625000000000004,0.0855843342842923,0.2409461430615546,0.6907172630156952,0.06846773960610746,0.0,1.0,0.0,0.0,0.0,0
Aki Berg,685,94,0.14100000000000004,0.02567457299759416,0.11453006087774378,0.6092985022182101,-0.03785627388809224,0.0,1.0,0.0,0.0,0.0,0
Akim Aliu,7,3,0.75,0.5,0.25,4.4,0.55,0.0,0.0,0.0,0.0,1.0,0
Al Arbour,626,70,0.114375,0.02735054650215808,0.08699655317308985,0.7352768624878276,0.03706842692520919,0.0,1.0,0.0,0.0,0.0,0
Al Buchanan,4,1,0.165,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0
Al Cameron,282,55,0.20833333333333337,0.03399656948885624,0.1768399086797453,1.1562368565090888,-0.31149107202873083,0.0,1.0,0.0,0.0,0.0,0
Al Conroy,114,23,0.23666666666666666,0.09062980030721966,0.14464925755248337,1.4150025601638507,-0.06963645673323092,1.0,0.0,0.0,0.0,0.0,0
Al Dewsbury,347,108,0.29222222222222227,0.07615024616971405,0.2171364627561902,1.2172796948916353,0.0,0.0,1.0,0.0,0.0,0.0,0
Al Hamilton,257,88,0.22714285714285712,0.03009276346546591,0.19559295342976263,0.6387114260322163,-0.08954589864491738,0.0,1.0,0.0,0.0,0.0,0
Al Hangsleben,185,69,0.36000000000000004,0.10905981169139063,0.2490990990990991,2.181934566145092,0.014343290659080138,0.0,1.0,0.0,0.0,0.0,0
Al Hill,221,95,0.36125,0.1313651275011595,0.2286453664417759,1.1309518334310709,0.16196797616954509,1.0,0.0,0.0,0.0,0.0,0
Al Huggins,20,2,0.1,0.05,0.05,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0
Al Iafrate,799,463,0.5583333333333335,0.1807847969679162,0.3763088462898366,1.6230565003468715,-0.08921887495513249,0.0,1.0,0.0,0.0,0.0,0
Al Johnson,105,49,0.34750000000000003,0.09746543778801843,0.24838709677419357,0.4129032258064516,0.0,0.0,0.0,0.0,0.0,1.0,0
Al Karlander,212,92,0.39,0.14287557020518948,0.2463049772655018,0.32856252525274077,0.155396468272665,1.0,0.0,0.0,0.0,0.0,0
Al LeBrun,6,2,0.25,0.0,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0
Al MacAdam,864,591,0.6316666666666667,0.2558824907466636,0.3750772736392049,0.5441819210352318,-0.07995026132326723,0.0,0.0,0.0,0.0,1.0,0
Al MacInnis,1419,1276,0.8229166666666669,0.2033194684758035,0.6184807916434077,1.0838408272576503,0.19880188782724081,0.0,1.0,0.0,0.0,0.0,0
Al MacNeil,524,92,0.12727272727272726,0.023851857148431875,0.1030647643927547,1.1502371233290802,-0.007371007371007371,0.0,1.0,0.0,0.0,0.0,0
Al McDonough,237,161,0.5760000000000001,0.2832579185520362,0.2935771744595274,0.25026395173453997,0.08809703368526897,0.0,0.0,0.0,0.0,1.0,0
Al McLeod,26,4,0.15,0.07692307692307693,0.07692307692307693,0.9230769230769231,-0.2692307692307692,0.0,1.0,0.0,0.0,0.0,0
Al Murray,271,14,0.049999999999999996,0.017251966379873356,0.03304064949290085,0.576165184669638,0.0,0.0,1.0,0.0,0.0,0.0,0
Al Nicholson,19,1,0.1,0.0,0.1,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0
Al Rittinger,19,10,0.53,0.15789473684210525,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Al Rourke,80,8,0.1,0.016,0.08351515151515151,0.5016503496503496,0.08194871794871796,0.0,1.0,0.0,0.0,0.0,0
Al Secord,766,495,0.6150000000000001,0.337844316823019,0.2766349794708228,2.9500511249029864,0.031362933071779474,0.0,0.0,0.0,1.0,0.0,0
Al Simmons,11,1,0.04666666666666667,0.0,0.047619047619047616,1.0,-0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0
Al Sims,475,165,0.257,0.0813559284361546,0.1755036430454825,0.5960822524464581,0.24313651448997362,0.0,1.0,0.0,0.0,0.0,0
Al Suomi,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Al Tuer,57,2,0.0475,0.041666666666666664,0.005555555555555556,4.229166666666666,-0.4638888888888889,0.0,1.0,0.0,0.0,0.0,0
Alain Belanger,9,1,0.11,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0
Alain Caron,60,22,0.19,0.07758620689655173,0.11206896551724138,0.15517241379310345,-0.1896551724137931,0.0,0.0,0.0,0.0,1.0,0
Alain Cote,815,313,0.2605263157894737,0.07894828285642867,0.18135477657652577,0.7585889614767897,-0.09429241684226287,0.0,0.47368421052631576,0.0,0.5263157894736842,0.0,0
Alain Daigle,389,106,0.265,0.13995363588509177,0.12533884235364764,0.29986612466162804,-0.11215025508397526,0.0,0.0,0.0,0.0,1.0,0
Alain Langlais,25,8,0.305,0.1525974025974026,0.1525974025974026,0.37662337662337664,-0.35064935064935066,0.0,0.0,0.0,0.0,1.0,0
Alain Lemieux,119,72,0.37333333333333335,0.1259503801520608,0.24799919967987197,0.218687474989996,-0.282312925170068,1.0,0.0,0.0,0.0,0.0,0
Alain Nasreddine,74,5,0.022,0.004545454545454545,0.01818181818181818,1.3084848484848486,-0.025454545454545462,0.0,1.0,0.0,0.0,0.0,0
Alain Vigneault,42,7,0.175,0.05357142857142857,0.125,2.232142857142857,-0.10714285714285714,0.0,1.0,0.0,0.0,0.0,0
Alan Haworth,524,400,0.765,0.36583896731446497,0.39822177465206693,0.8042756429066394,0.10618888580983518,1.0,0.0,0.0,0.0,0.0,0
Alan Hepple,3,0,0.0,0.0,0.0,2.3333333333333335,-1.0,0.0,1.0,0.0,0.0,0.0,0
Alan Kerr,391,166,0.29666666666666663,0.1209479153156036,0.17485410164376278,1.9201571648979265,-0.06971065103623916,0.0,0.0,0.0,0.0,1.0,0
Alan Kuntz,45,22,0.375,0.16129032258064516,0.21313364055299538,0.23271889400921658,0.0,0.0,0.0,0.0,1.0,0.0,0
Alan Letang,14,0,0.0,0.0,0.0,0.08333333333333333,-0.625,0.0,1.0,0.0,0.0,0.0,0
Alan May,393,76,0.185,0.09913697731303536,0.08567431155817185,3.4508391916868755,-0.06843093168999956,0.0,0.0,0.0,1.0,0.0,0
Alan Quine,106,28,0.28800000000000003,0.1847695109990192,0.10196361016033147,0.2455213274885406,-0.0478272183190216,1.0,0.0,0.0,0.0,0.0,0
Alan Staley,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Albert Holway,116,9,0.09,0.0741818181818182,0.016,0.40305763202314926,0.0,0.0,1.0,0.0,0.0,0.0,0
Albert Hughes,60,14,0.19999999999999998,0.0873015873015873,0.1111111111111111,0.38888888888888884,0.0,1.0,0.0,0.0,0.0,0.0,0
Albert Langlois,497,112,0.19444444444444445,0.0361101904989736,0.15910983481687518,0.8587140575973141,0.0,0.0,1.0,0.0,0.0,0.0,0
Albert Leduc,380,93,0.227,0.13984983158267333,0.08593237744010573,1.578194929715775,0.0,0.0,1.0,0.0,0.0,0.0,0
Albert Pudas,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Aldo Guidolin,182,24,0.14,0.06568627450980392,0.07324929971988794,0.6517857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0
Aldo Palazzari,35,11,0.31,0.22857142857142856,0.08571428571428572,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0
Alec Martinez,680,244,0.32076923076923075,0.09427953959012192,0.22540345297691605,0.3071618032153224,0.061125209938343264,0.0,1.0,0.0,0.0,0.0,0
Alec Regula,12,0,0.0,0.0,0.0,0.4444444444444444,-0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0
Alek Stojanov,107,7,0.05666666666666667,0.014425770308123248,0.042997198879551814,2.47296918767507,-0.2018207282913165,0.0,0.0,0.0,0.0,1.0,0
Aleksander Barkov,591,547,0.9188888888888889,0.3646693111271677,0.5551010413531222,0.19433263723624675,0.14648492797019264,1.0,0.0,0.0,0.0,0.0,0
Aleksandrs Kercs,5,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0
Aleksi Heponiemi,13,2,0.11,0.05555555555555555,0.05555555555555555,0.1111111111111111,-0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0
Aleksi Saarela,9,4,0.22,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0
Ales Hemsky,916,606,0.6281249999999999,0.20143904223491207,0.42629933513916163,0.43545638930716146,-0.051896834976274134,0.0,0.0,0.0,0.0,1.0,0
Ales Kotalik,604,310,0.47300000000000003,0.22835015037654455,0.24381495521441074,0.5809535355587487,-0.08895610426125747,0.0,0.0,0.0,0.0,1.0,0
Ales Pisa,53,4,0.04,0.00980392156862745,0.029411764705882353,0.7352941176470589,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0
Alex Barre-Boulet,31,9,0.29000000000000004,0.19375,0.09375,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Belzile,13,1,0.16666666666666666,0.0,0.16666666666666666,0.12121212121212122,-0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0
Alex Biega,243,42,0.15625,0.026795612923661706,0.12948294403894936,0.3740898585257061,-0.22561579993302683,0.0,1.0,0.0,0.0,0.0,0
Alex Broadhurst,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Brooks,19,1,0.05,0.0,0.05263157894736842,0.21052631578947367,-0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0
Alex Chiasson,626,223,0.4149999999999999,0.24301709162654883,0.17122127143147028,0.5081561921808507,-0.016843503713886692,0.0,0.0,0.0,0.0,1.0,0
Alex DeBrincat,361,301,0.8480000000000001,0.44679817743232386,0.40135298847493966,0.19089716787277763,-0.034398820691503615,0.0,0.0,0.0,0.0,0.0,1
Alex Delvecchio,1550,1281,0.77875,0.2756667232424204,0.5024137182731782,0.23505379119163583,-0.022062539879320702,1.0,0.0,0.0,0.0,0.0,0
Alex Faulkner,101,32,0.22999999999999998,0.10317460317460318,0.1253968253968254,0.12857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Formenton,102,35,0.2,0.12986111111111112,0.07013888888888889,0.38749999999999996,-0.02222222222222222,0.0,0.0,0.0,1.0,0.0,0
Alex Forsyth,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Foster,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Alex Friesen,1,0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0
Alex Galchenyuk,636,349,0.53,0.21546300555987136,0.31464463846053825,0.3994278557265787,-0.11608695507484676,1.0,0.0,0.0,0.0,0.0,0
Alex Goligoski,991,459,0.47666666666666674,0.08000189422365597,0.3968989274468423,0.3629148633834729,0.11766665001657195,0.0,1.0,0.0,0.0,0.0,0
Alex Grant,7,2,0.5,0.5,0.0,1.2,0.55,0.0,1.0,0.0,0.0,0.0,0
Alex Gray,50,8,0.095,0.08139534883720931,0.011627906976744186,0.4684385382059801,0.0,0.0,0.0,0.0,0.0,1.0,0
Alex Henry,248,17,0.052000000000000005,0.011267605633802818,0.03840822714062151,2.219173032776605,-0.2145534453332461,0.0,1.0,0.0,0.0,0.0,0
Alex Hicks,258,79,0.31399999999999995,0.09956601322626359,0.21219137823678444,0.8738617844720229,0.09128765512947137,0.0,0.0,0.0,1.0,0.0,0
Alex Iafallo,357,167,0.47400000000000003,0.19909618836448104,0.2760063351282863,0.16153732446415375,-0.030363847534579234,0.0,0.0,0.0,1.0,0.0,0
Alex Kaleta,387,213,0.5599999999999999,0.2380985649658743,0.32347090917796,0.5188588158041698,0.0,0.0,0.0,0.0,1.0,0.0,0
Alex Killorn,716,398,0.557,0.23695183876182555,0.3208147377594913,0.5880840255487092,0.0938877344536472,0.0,0.0,0.0,1.0,0.0,0
Alex Levinsky,367,68,0.17888888888888888,0.04667037770080818,0.132108004838089,0.7882896255978888,0.0,0.0,1.0,0.0,0.0,0.0,0
Alex McKendry,46,12,0.0825,0.020833333333333332,0.0625,0.2569444444444444,-0.22916666666666666,0.0,0.0,0.0,1.0,0.0,0
Alex McKinnon,195,31,0.18,0.11133369437298868,0.06659119549255876,1.2350198398233683,0.0,0.0,0.0,1.0,0.0,0.0,0
Alex Motter,265,103,0.34,0.12101438445216856,0.21909219390268928,0.4271459165520878,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Newhook,71,34,0.49,0.1,0.38846153846153847,0.25897435897435894,0.5012820512820513,1.0,0.0,0.0,0.0,0.0,0
Alex Nylander,84,32,0.262,0.13076923076923078,0.13256410256410256,0.09743589743589744,-0.3728205128205128,0.0,0.0,0.0,0.0,0.0,1
Alex Pietrangelo,873,514,0.5328571428571428,0.13652453113407373,0.39660642702063714,0.3546094952752892,0.04945449539216291,0.0,1.0,0.0,0.0,0.0,0
Alex Pirus,159,58,0.3725,0.11684305180881234,0.25338763228885663,0.45447188213322265,-0.2990834889672823,0.0,0.0,0.0,0.0,1.0,0
Alex Plante,10,2,0.19333333333333336,0.0,0.19444444444444442,1.611111111111111,-0.13888888888888887,0.0,1.0,0.0,0.0,0.0,0
Alex Ritson,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Shibicky,324,201,0.595,0.32435063531002817,0.26869706568801666,0.47799415077081137,0.0,0.0,0.0,0.0,1.0,0.0,0
Alex Singbush,32,5,0.16,0.0,0.15625,0.46875,0.0,0.0,1.0,0.0,0.0,0.0,0
Alex Smart,8,7,0.88,0.625,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Alex Smith,443,92,0.1881818181818182,0.0839457833908151,0.10462117422250312,1.397546881792578,0.0,0.0,1.0,0.0,0.0,0.0,0
Alex Steeves,3,1,0.33,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0
Alex Tanguay,1157,942,0.8082352941176469,0.2665937788838109,0.5402558425948429,0.48801863215599206,0.16851601614880873,0.0,0.0,0.0,1.0,0.0,0
Alex Tidey,9,0,0.0,0.0,0.0,0.5333333333333333,-0.6444444444444444,0.0,0.0,0.0,0.0,1.0,0
Alex Tuch,301,175,0.49333333333333335,0.20324288585158148,0.2908291603943778,0.2430294799860017,-0.04246467724728594,0.0,0.0,0.0,0.0,1.0,0
Alex Turcotte,8,0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0
Alex Vlasic,8,0,0.0,0.0,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,0
Alex Wellington,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Alexander Alexeyev,1,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Alexander Andriyevsky,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Alexander Barabanov,87,45,0.46499999999999997,0.1451048951048951,0.3213286713286713,0.24405594405594405,-0.015734265734265736,0.0,0.0,0.0,1.0,0.0,0
Alexander Burmistrov,348,101,0.285,0.10247278438590052,0.18115286922722176,0.3959396582621311,-0.09942058809017873,1.0,0.0,0.0,0.0,0.0,0
Alexander Chmelevski,18,6,0.355,0.0,0.35384615384615387,0.35384615384615387,-0.2,1.0,0.0,0.0,0.0,0.0,0
Alexander Edler,962,424,0.4281250000000001,0.10235138811986053,0.3246539038835723,0.7177215250118296,-0.012902220830155776,0.0,1.0,0.0,0.0,0.0,0
Alexander Frolov,656,445,0.6655555555555556,0.29651728712165704,0.3700648301209364,0.3616227079966586,0.05837186487507257,0.0,0.0,0.0,1.0,0.0,0
Alexander Godynyuk,223,49,0.16428571428571428,0.03626461017765365,0.1269224617050704,0.909400228654887,-0.08259142420633103,0.0,1.0,0.0,0.0,0.0,0
Alexander Holtz,7,2,0.29,0.0,0.2857142857142857,0.2857142857142857,-0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0
Alexander Hudson,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Alexander Karpovtsev,623,196,0.2915384615384615,0.04683986690312974,0.24460946870875605,0.6968544623416617,-0.04755797245111892,0.0,1.0,0.0,0.0,0.0,0
Alexander Kerfoot,354,186,0.516,0.177037066863849,0.33939165098725393,0.35174591786184056,0.010190568924746134,1.0,0.0,0.0,0.0,0.0,0
Alexander Kharitonov,71,22,0.165,0.05303030303030303,0.11363636363636363,0.46060606060606063,-0.16818181818181818,0.0,0.0,0.0,1.0,0.0,0
Alexander Khavanov,396,112,0.27166666666666667,0.07485784395506617,0.19492235290846402,0.6103012734957179,0.037739996941385835,0.0,1.0,0.0,0.0,0.0,0
Alexander Khokhlachev,9,0,0.0,0.0,0.0,0.6666666666666666,-0.35555555555555557,1.0,0.0,0.0,0.0,0.0,0
Alexander Korolyuk,359,179,0.4671428571428571,0.20534459796677842,0.2613544819841812,0.4281706701819484,0.08393643741388102,0.0,0.0,0.0,0.0,1.0,0
Alexander Mogilny,1027,1062,0.998235294117647,0.439759632140666,0.558900650048624,0.43624144277863486,0.08107072603753097,0.0,0.0,0.0,0.0,1.0,0
Alexander Nikulin,3,0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
Alexander Ovechkin,1270,1406,1.1052941176470588,0.6124475270822873,0.49273829420665294,0.5861362608057984,0.05907147381520919,0.0,0.0,0.0,1.0,0.0,0
Alexander Perezhogin,128,34,0.265,0.11634450697333007,0.14839735747492047,0.6770247125030584,0.1274773672620504,0.0,0.0,0.0,1.0,0.0,0
Alexander Petrovic,263,50,0.14714285714285716,0.011508848548141878,0.13538100644405854,1.6458931159205297,-0.1781755152148085,0.0,1.0,0.0,0.0,0.0,0
Alexander Radulov,520,367,0.741111111111111,0.2877005506733108,0.4523113691865989,0.6210225340522941,0.21045907455288976,0.0,0.0,0.0,0.0,1.0,0
Alexander Romanov,127,19,0.145,0.02980720446473871,0.1147894469812278,0.48896499238964997,-0.059233891425672244,0.0,1.0,0.0,0.0,0.0,0
Alexander Selivanov,459,235,0.49857142857142855,0.257706953593653,0.24092754781693956,0.7878726520921527,-0.12322477012827673,0.0,0.0,0.0,0.0,1.0,0
Alexander Semak,289,174,0.5066666666666667,0.24085660421821609,0.2656261209955095,0.4945733998402786,0.0625152193550921,1.0,0.0,0.0,0.0,0.0,0
Alexander Steen,1018,622,0.576875,0.2281862655741458,0.3470857807937588,0.4190546086914347,0.05856878349634037,0.0,0.0,0.0,1.0,0.0,0
Alexander Suglobov,19,1,0.0825,0.08333333333333333,0.0,0.07142857142857142,-0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0
Alexander Sulzer,131,22,0.14666666666666667,0.052096949891067536,0.09350762527233115,0.2924219317356572,0.058794480755265076,0.0,1.0,0.0,0.0,0.0,0
Alexander Svitov,219,48,0.2325,0.06389933166248955,0.16455722639933165,0.9571324143692564,-0.14876775271512113,1.0,0.0,0.0,0.0,0.0,0
Alexander Syomin,702,539,0.7216666666666667,0.32470791708732727,0.3972898094950215,0.8691022336218513,0.09358076641026615,0.0,0.0,0.0,0.0,1.0,0
