playername,gp,tp,ppg,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W
Dennis Wideman,815,387,0.465,0.11689225886218231,0.3481964921869111,0.602933888438112,-0.10989432100384681,0.0,1.0,0.0,0.0,0.0,0
Denny Felsner,18,5,0.25,0.041666666666666664,0.20833333333333331,0.3333333333333333,0.04166666666666667,0.0,0.0,0.0,1.0,0.0,0
Denny Lambert,487,93,0.20500000000000002,0.053566041837564984,0.15149771845434665,2.519283211533932,-0.0196949882944029,0.0,0.0,0.0,1.0,0.0,0
Derek Armstrong,524,256,0.30400000000000005,0.11168406505484274,0.1921168673344636,0.5397190644739742,-0.031387696676777585,1.0,0.0,0.0,0.0,0.0,0
Derek Bekar,15,0,0.0,0.0,0.0,0.16666666666666666,-0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0
Derek Boogaard,277,16,0.05499999999999999,0.012703962703962705,0.04280421805576604,2.116780330093023,-0.04466539652298166,0.0,0.0,0.0,1.0,0.0,0
Derek Dorsett,515,127,0.24454545454545454,0.10433820530810803,0.13779570014942866,2.3545333935905055,-0.12098068722872016,0.0,0.0,0.0,0.0,1.0,0
Derek Forbort,400,78,0.17285714285714285,0.03243085519760771,0.1416647999892963,0.6538140555246549,-0.025601901460357245,0.0,1.0,0.0,0.0,0.0,0
Derek Grant,379,114,0.23000000000000004,0.09654777589560198,0.13234832800050192,0.3046928916494134,-0.1431148963757659,1.0,0.0,0.0,0.0,0.0,0
Derek Joslin,116,16,0.096,0.02085561497326203,0.07526737967914439,0.41791443850267385,-0.28043672014260246,0.0,1.0,0.0,0.0,0.0,0
Derek King,830,612,0.6650000000000001,0.2718864139173323,0.39091835335788555,0.4707041970444729,0.004026651746027809,0.0,0.0,0.0,1.0,0.0,0
Derek Laxdal,67,19,0.11666666666666665,0.0782520325203252,0.03827913279132791,1.436449864498645,-0.2808265582655826,0.0,0.0,0.0,0.0,1.0,0
Derek MacKenzie,623,126,0.13705882352941173,0.05214968882358797,0.08510167667995028,0.6737262139124207,-0.09989436601202117,1.0,0.0,0.0,0.0,0.0,0
Derek Mayer,17,4,0.24,0.11764705882352941,0.11764705882352941,0.47058823529411764,-0.9411764705882353,0.0,1.0,0.0,0.0,0.0,0
Derek Meech,144,17,0.07333333333333333,0.014932802389248384,0.059972312095569934,0.5821563381450141,0.009361518997843044,0.0,1.0,0.0,0.0,0.0,0
Derek Morris,1190,456,0.3870588235294118,0.08000153987205479,0.30533689360355765,0.892935007609734,-0.050134151243696856,0.0,1.0,0.0,0.0,0.0,0
Derek Peltier,14,0,0.0,0.0,0.0,0.09090909090909091,-0.18181818181818182,0.0,1.0,0.0,0.0,0.0,0
Derek Plante,450,248,0.4775,0.17632486748876117,0.30044170857535624,0.2995886477765604,0.01537114118550156,1.0,0.0,0.0,0.0,0.0,0
Derek Roy,787,543,0.6816666666666666,0.2443964366547119,0.43741336173827466,0.48046443248969384,0.015379772505208049,1.0,0.0,0.0,0.0,0.0,0
Derek Ryan,414,169,0.39,0.16500267791333356,0.2248482076284382,0.27344231530131563,0.04756282160799232,1.0,0.0,0.0,0.0,0.0,0
Derek Sanderson,598,452,0.6069230769230768,0.27188099679267164,0.33431865532332533,1.2282701327402497,0.18942335257386944,1.0,0.0,0.0,0.0,0.0,0
Derek Smith,429,208,0.2784615384615384,0.10567852806816488,0.17229890130207368,0.14597296493878856,-0.20527017325344865,0.6153846153846154,0.38461538461538464,0.0,0.0,0.0,0
Derek Stepan,813,501,0.5991666666666666,0.2097106879487718,0.38793944105796485,0.26190471973191565,0.0944189799527158,1.0,0.0,0.0,0.0,0.0,0
Derek Whitmore,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Derian Hatcher,1060,335,0.2933333333333333,0.06511585486192151,0.22808265971519692,1.3554312684219214,0.08617565235633341,0.0,1.0,0.0,0.0,0.0,0
Derick Brassard,946,521,0.5333333333333333,0.2085916791389242,0.3225239248743501,0.44101629510011714,-0.026276644091670402,1.0,0.0,0.0,0.0,0.0,0
Deron Quint,514,154,0.2845454545454546,0.09107415746734632,0.1941193018940697,0.32570055560767636,-0.22571647851059617,0.0,1.0,0.0,0.0,0.0,0
Derrick Pouliot,209,50,0.18857142857142858,0.021352021044674117,0.16624597879298758,0.4130105059247275,-0.10855817276313691,0.0,1.0,0.0,0.0,0.0,0
Derrick Smith,537,174,0.26,0.11573371449181229,0.14432008327276966,0.5974989025197714,-0.15443887999726463,0.0,0.0,0.0,1.0,0.0,0
Derrick Walser,118,38,0.34,0.17435359888190075,0.16757512229210342,0.45422781271837875,-0.3450733752620545,0.0,1.0,0.0,0.0,0.0,0
Deryk Engelland,671,127,0.18636363636363634,0.03995086556684742,0.1475857782936424,0.9783022077761668,-0.007202192234112392,0.0,1.0,0.0,0.0,0.0,0
Des Roche,113,38,0.2875,0.13957902001380262,0.14819355151162933,0.36253374983352094,0.0,0.0,0.0,0.0,0.0,1.0,0
Des Smith,195,48,0.258,0.1206201550387597,0.1370736434108527,1.1550581395348838,0.0,0.0,1.0,0.0,0.0,0.0,0
Devante Smith-Pelly,395,101,0.24874999999999997,0.09885381091919697,0.14912243713444456,0.2794659541560033,-0.13263975127640407,0.0,0.0,0.0,0.0,1.0,0
Devin Setoguchi,516,261,0.44222222222222224,0.22285967759800288,0.21974795884618753,0.33733546259311153,-0.06931902221354719,0.0,0.0,0.0,0.0,1.0,0
Devin Shore,372,126,0.2742857142857143,0.11080679783587637,0.16303621372271257,0.152225695025829,-0.04575773119614165,1.0,0.0,0.0,0.0,0.0,0
Devon Toews,233,134,0.5675,0.14133457038475766,0.4242392711801702,0.22544106085830556,0.3800522567517573,0.0,1.0,0.0,0.0,0.0,0
Dick Behling,5,1,0.25,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0
Dick Bouchard,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Dick Butler,7,2,0.29,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Dick Cherry,145,22,0.10333333333333333,0.05695940347970174,0.04777685722176195,0.41947436251495906,-0.16929025131179232,0.0,1.0,0.0,0.0,0.0,0
Dick Duff,1030,572,0.5205555555555555,0.2562990311260288,0.26359070570389753,0.6712276942106966,-0.058801702499181485,0.0,0.0,0.0,1.0,0.0,0
Dick Gamble,195,82,0.28125,0.1608315540890269,0.11925384963768115,0.2699437111801242,0.0,0.0,0.0,0.0,1.0,0.0,0
Dick Irvin,94,52,0.59,0.3297058238918704,0.2591930033790499,0.9601470880540649,0.0,1.0,0.0,0.0,0.0,0.0,0
Dick Kotanen,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Dick Lamby,22,5,0.17333333333333334,0.0,0.17592592592592593,0.7222222222222222,-0.34259259259259256,0.0,1.0,0.0,0.0,0.0,0
Dick Mattiussi,200,39,0.1925,0.0335230896798061,0.16032617361908408,0.6369032242632989,-0.27100295796657736,0.0,1.0,0.0,0.0,0.0,0
Dick Meissner,171,26,0.122,0.0429004329004329,0.07988455988455988,0.15717171717171716,0.0,0.0,0.0,0.0,0.0,1.0,0
Dick Redmond,771,445,0.5038461538461539,0.14458165223266245,0.35846959889479557,0.6556234115708209,-0.06271413075335394,0.0,1.0,0.0,0.0,0.0,0
Dick Sarrazin,100,55,0.4033333333333333,0.15299823633156967,0.25132275132275134,0.20811287477954143,-0.08024691358024691,0.0,0.0,0.0,0.0,1.0,0
Dick Tarnstrom,386,192,0.47,0.12245535070429307,0.34834379623842865,0.8079544786842513,-0.30012836589052877,0.0,1.0,0.0,0.0,0.0,0
Dickie Moore,719,608,0.7607142857142859,0.3244254375109317,0.43580322620019846,0.9367573055678733,0.0,0.0,0.0,0.0,1.0,0.0,0
Didier Pitre,107,75,0.722,0.4575912578470123,0.2643571262497094,0.5527551732155312,0.0,0.0,0.0,1.0,0.0,0.0,0
Dillon Dube,193,70,0.3425,0.1423937908496732,0.19808823529411765,0.2408169934640523,0.008153594771241831,1.0,0.0,0.0,0.0,0.0,0
Dillon Heatherington,20,2,0.12333333333333334,0.0,0.12222222222222223,1.7037037037037035,0.3962962962962963,0.0,1.0,0.0,0.0,0.0,0
Dillon Simpson,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0
Dino Ciccarelli,1232,1200,0.9363157894736843,0.48147804791772353,0.45545293616207067,1.1747712254697464,-0.006907891132823352,0.0,0.0,0.0,0.0,1.0,0
Dion Phaneuf,1048,494,0.46928571428571425,0.12916372433913936,0.33945999280945344,1.2810454329862193,-0.059639806181399226,0.0,1.0,0.0,0.0,0.0,0
Dirk Graham,772,489,0.5991666666666667,0.2695958507835048,0.32862934546918426,1.0589799687987889,-0.0005072757158691097,0.0,0.0,0.0,0.0,1.0,0
Dit Clapper,835,477,0.537,0.2561442383506104,0.27988518094113857,0.5208388170565443,0.0,0.0,1.0,0.0,0.0,0.0,0
Dixon Ward,537,224,0.362,0.15394971375856306,0.2088675144448382,0.8024958960421689,0.016154887435418725,0.0,0.0,0.0,0.0,1.0,0
Dmitri Afanasenkov,298,70,0.19666666666666668,0.0935211309072121,0.10269528020149395,0.21467283356264302,-0.10705732658922386,0.0,0.0,0.0,1.0,0.0,0
Dmitri Bykov,71,12,0.17,0.028169014084507043,0.14084507042253522,0.6056338028169014,0.014084507042253521,0.0,1.0,0.0,0.0,0.0,0
Dmitri Filimonov,30,5,0.17,0.03333333333333333,0.13333333333333333,0.6,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0
Dmitri Kalinin,616,196,0.27799999999999997,0.06387987335612057,0.2157735035990432,0.645197159848767,-0.0025665851908308916,0.0,1.0,0.0,0.0,0.0,0
Dmitri Khristich,811,597,0.7191666666666666,0.3123155491191903,0.4060492989639733,0.5181009801191422,0.11201704125540891,0.0,0.0,0.0,0.0,1.0,0
Dmitri Korobov,3,1,0.33,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0
Dmitri Kulikov,798,197,0.24153846153846154,0.050028798702646454,0.190163104358743,0.6113617642802456,-0.06690130844640428,0.0,1.0,0.0,0.0,0.0,0
Dmitri Kvartalnov,112,91,0.74,0.35932560590094836,0.37741482262030207,0.2377941693010186,-0.05374077976817704,0.0,0.0,0.0,1.0,0.0,0
Dmitri Mironov,556,260,0.42400000000000004,0.10137388388082802,0.32207843867211516,0.8921490564303418,-0.016724774835599948,0.0,1.0,0.0,0.0,0.0,0
Dmitri Nabokov,55,24,0.4533333333333333,0.14461538461538462,0.3097435897435898,0.5051282051282051,0.21743589743589742,1.0,0.0,0.0,0.0,0.0,0
Dmitri Orlov,636,236,0.3190909090909091,0.074870059209776,0.24545773792233777,0.3466531910920907,0.21269290539142702,0.0,1.0,0.0,0.0,0.0,0
Dmitri Samorukov,1,0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0
Dmitri Tertyshny,62,10,0.16,0.03225806451612903,0.12903225806451613,0.4838709677419355,-0.016129032258064516,0.0,1.0,0.0,0.0,0.0,0
Dmitri Yakushin,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Dmitri Yushkevich,786,225,0.29,0.05854882567727392,0.23013929235178834,0.8474208547523169,-0.027290584162609044,0.0,1.0,0.0,0.0,0.0,0
Dmitrij Jaskin,315,70,0.17250000000000001,0.06380550293088992,0.1091150569478743,0.2716734923778268,-0.11862896773887485,0.0,0.0,0.0,0.0,1.0,0
Dmytro Timashov,45,9,0.1,0.045454545454545456,0.056818181818181816,0.18181818181818182,-0.9886363636363636,0.0,0.0,0.0,1.0,0.0,0
Doc Prentice,5,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0
Doc Romnes,360,204,0.5050000000000001,0.16491403395658713,0.33826367781155015,0.1130566301310982,0.0,1.0,0.0,0.0,0.0,0.0,0
Dody Wood,106,18,0.152,0.06999320124320124,0.0841977466977467,4.4765248640248645,-0.16555944055944055,0.0,0.0,0.0,1.0,0.0,0
Dollard St-Laurent,652,162,0.23083333333333336,0.042909787439102696,0.188870293796537,0.70940970684447,0.0,0.0,1.0,0.0,0.0,0.0,0
Domenic Pittis,90,16,0.07500000000000001,0.028495440729483283,0.04738878143133462,0.7412498848669062,-0.19430436584691904,1.0,0.0,0.0,0.0,0.0,0
Dominic Campedelli,2,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
Dominic Lavoie,38,13,0.30333333333333334,0.1030982905982906,0.2003205128205128,0.6634615384615384,0.21367521367521367,0.0,1.0,0.0,0.0,0.0,0
Dominic Moore,902,285,0.3535714285714286,0.1015955277614095,0.24965471934124048,0.4620344836437066,-0.02025486067570226,1.0,0.0,0.0,0.0,0.0,0
Dominic Toninato,158,28,0.294,0.1342927127985303,0.1609639032786614,0.28770626106817165,0.017391304347826087,1.0,0.0,0.0,0.0,0.0,0
Dominic Turgeon,9,0,0.0,0.0,0.0,0.2,-0.575,1.0,0.0,0.0,0.0,0.0,0
Dominik Kahun,186,83,0.4366666666666667,0.186774099883856,0.25232288037166084,0.08589818041037554,0.06743612078977933,1.0,0.0,0.0,0.0,0.0,0
Dominik Kubalik,195,111,0.5800000000000001,0.3092821635696532,0.26915907207953604,0.2513019292223932,-0.08786542786128536,0.0,0.0,0.0,1.0,0.0,0
Dominik Simon,251,76,0.3,0.055434185279019214,0.24659301068737163,0.19623297223412844,-0.060366680521846586,1.0,0.0,0.0,0.0,0.0,0
Dominik Uher,2,0,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0
Don Ashby,188,96,0.5116666666666667,0.21080459770114943,0.3023543053034886,0.16450897358338376,-0.16978221415607986,1.0,0.0,0.0,0.0,0.0,0
Don Awrey,979,189,0.18937499999999996,0.04618251760840368,0.14230222580959268,1.0746005977814157,0.1347774582664234,0.0,1.0,0.0,0.0,0.0,0
Don Barber,115,57,0.43749999999999994,0.19305335968379445,0.2440415019762846,0.5244268774703558,-0.08075098814229248,0.0,0.0,0.0,0.0,1.0,0
Don Biggs,12,2,0.09,0.09090909090909091,0.0,0.36363636363636365,-0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0
Don Blackburn,185,67,0.3116666666666667,0.06613805970149254,0.24766791044776124,0.3599917081260365,-0.14178067993366503,0.0,0.0,0.0,1.0,0.0,0
Don Cairns,9,1,0.25,0.0,0.25,0.5,0.17857142857142858,0.0,0.0,0.0,1.0,0.0,0
Don Campbell,17,4,0.24,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.0,0.0,0.0,0.0,1.0,0.0,0
Don Cherry,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Don Deacon,27,10,0.34,0.15359477124183007,0.18627450980392157,0.31699346405228757,0.0,0.0,0.0,0.0,1.0,0.0,0
Don Dietrich,28,7,0.235,0.0,0.23796791443850268,0.45454545454545453,-0.393048128342246,0.0,1.0,0.0,0.0,0.0,0
Don Gallinger,222,153,0.7,0.3232223592695378,0.3774404358104636,0.378941446534416,0.0,1.0,0.0,0.0,0.0,0.0,0
Don Gibson,14,3,0.21,0.0,0.21428571428571427,1.4285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0
Don Gillen,35,6,0.575,0.5147058823529411,0.058823529411764705,0.3235294117647059,-0.16176470588235295,0.0,0.0,0.0,0.0,1.0,0
Don Grosso,334,204,0.73,0.3260040284090759,0.40445515938519433,0.23133159550575838,0.0,1.0,0.0,0.0,0.0,0.0,0
Don Howse,33,7,0.21,0.06060606060606061,0.15151515151515152,0.18181818181818182,-0.48484848484848486,0.0,0.0,0.0,1.0,0.0,0
Don Jackson,315,68,0.16799999999999998,0.028152954244503543,0.1395902552064524,1.915121556846909,0.19516578296507875,0.0,1.0,0.0,0.0,0.0,0
Don Johns,153,23,0.17166666666666666,0.00556947925368978,0.1635211766790714,0.6129401787296523,-0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0
Don Kozak,437,182,0.4014285714285714,0.20692594109280343,0.19421231434349398,1.1066844430681964,-0.11590187195639488,0.0,0.0,0.0,0.0,1.0,0
Don Lever,1020,680,0.6373333333333334,0.3022898020987129,0.3349786596034649,0.5573239107384486,-0.2337626778372234,0.0,0.0,0.0,1.0,0.0,0
Don Luce,894,554,0.5730769230769232,0.23247397973455808,0.3410356657359532,0.43873657373904285,0.1738887532442303,1.0,0.0,0.0,0.0,0.0,0
Don MacIver,6,0,0.0,0.0,0.0,0.3333333333333333,-0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0
Don MacLean,45,14,0.2914285714285714,0.1673881673881674,0.12409812409812411,0.1212121212121212,-0.14141414141414138,0.0,0.0,0.0,1.0,0.0,0
Don Maloney,765,564,0.723846153846154,0.26447768887116246,0.45956661191229486,1.044303466539661,0.035006917767723175,0.0,0.0,0.0,1.0,0.0,0
Don Marcotte,868,484,0.47400000000000003,0.22986631002664865,0.2446156529401438,0.31970122523435957,0.17954313247065604,0.0,0.0,0.0,1.0,0.0,0
Don Marshall,1176,589,0.46684210526315795,0.2082508371857481,0.25759295165735674,0.10373713581650815,0.021564053298482745,0.0,0.0,0.0,1.0,0.0,0
Don Martineau,90,16,0.0775,0.019736842105263157,0.05738304093567251,0.32565789473684215,-0.2580409356725146,0.0,0.0,0.0,0.0,1.0,0
Don McFadyen,176,46,0.2525,0.0662024670018856,0.1866423109155667,0.41934776346113556,0.0,1.0,0.0,0.0,0.0,0.0,0
Don McKenney,798,582,0.7023076923076922,0.2781794182771825,0.42284754047016615,0.241932036431094,0.0019723865877712033,1.0,0.0,0.0,0.0,0.0,0
Don McLean,9,0,0.0,0.0,0.0,0.6666666666666666,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0
Don McSween,47,13,0.11600000000000002,0.01875,0.09625,0.98375,-0.085,0.0,1.0,0.0,0.0,0.0,0
Don Metz,170,55,0.2411111111111111,0.1121781921781922,0.12895752395752397,0.17693084693084693,0.0,0.0,0.0,0.0,0.0,1.0,0
Don Morrison,112,46,0.35000000000000003,0.12853107344632766,0.2184376358105172,0.08389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0
Don Murdoch,320,238,0.73,0.36406328067950344,0.36491833764836185,0.4650400581393317,-0.11454505274117865,0.0,0.0,0.0,0.0,1.0,0
Don Nachbaur,223,69,0.25375000000000003,0.06742424242424243,0.18505787690570297,2.2842438358742703,0.08013716356107661,1.0,0.0,0.0,0.0,0.0,0
Don O'Donoghue,125,35,0.30666666666666664,0.15740016937007362,0.14679825418539508,0.2756986515536447,-0.3777278353201745,0.0,0.0,0.0,0.0,1.0,0
Don Poile,66,16,0.13,0.056451612903225805,0.07258064516129033,0.0967741935483871,0.0,1.0,0.0,0.0,0.0,0.0,0
Don Raleigh,535,320,0.562,0.17803672282955887,0.38352793143035213,0.16835380984156448,0.0,1.0,0.0,0.0,0.0,0.0,0
Don Saleski,543,253,0.40444444444444444,0.20793206283402363,0.19859651036121628,0.9753500380951361,-0.012227174972273004,0.0,0.0,0.0,0.0,1.0,0
Don Smillie,12,4,0.33,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0
Don Smith,23,3,0.13,0.08712121212121213,0.045454545454545456,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0
Don Spring,259,55,0.20999999999999996,0.003125,0.2051510989010989,0.28680173992673996,-0.22619047619047616,0.0,1.0,0.0,0.0,0.0,0
Don Sweeney,1178,284,0.2423529411764706,0.04460160219569223,0.1967381660267015,0.5842698989154319,0.11057177771077764,0.0,1.0,0.0,0.0,0.0,0
Don Tannahill,111,63,0.5800000000000001,0.26223776223776224,0.31643356643356646,0.19522144522144522,-0.17074592074592077,0.0,0.0,0.0,1.0,0.0,0
Don Waddell,1,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
Don Ward,34,1,0.015,0.0,0.016129032258064516,0.25806451612903225,0.0,0.0,1.0,0.0,0.0,0.0,0
Don Webster,27,13,0.48,0.25925925925925924,0.2222222222222222,1.037037037037037,0.0,0.0,0.0,0.0,1.0,0.0,0
Don Wheldon,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Don Willson,22,9,0.25,0.05555555555555555,0.19444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Donald Audette,786,530,0.641875,0.32580729620151316,0.3147849762200609,0.7243429706440183,-0.044439380354361235,0.0,0.0,0.0,0.0,1.0,0
Donald Brashear,1089,218,0.1911764705882353,0.082474376834195,0.10873331974123947,2.628241216057775,-0.09414936645976045,0.0,0.0,0.0,1.0,0.0,0
Donald Dufresne,268,42,0.1277777777777778,0.013837933845795479,0.11356442590719319,1.093038594296456,0.09858111839243913,0.0,1.0,0.0,0.0,0.0,0
Donald Laurence,79,37,0.365,0.14364406779661018,0.2194915254237288,0.2508474576271187,-0.10720338983050846,1.0,0.0,0.0,0.0,0.0,0
Doug Acomb,2,1,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0
Doug Adam,4,1,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Anderson,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Doug Baldwin,24,1,0.023333333333333334,0.0,0.022222222222222223,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Barkley,253,104,0.285,0.06632369712897307,0.21727244177782187,1.1383156201274909,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Barrie,158,52,0.30666666666666664,0.08166666666666667,0.2238888888888889,1.488888888888889,-0.3055555555555556,0.0,1.0,0.0,0.0,0.0,0
Doug Bentley,566,543,0.9092307692307693,0.3647883839211242,0.5432321449177407,0.37361292049557837,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Berry,121,43,0.34,0.07927536231884058,0.26202898550724635,0.20449275362318842,-0.3163768115942029,1.0,0.0,0.0,0.0,0.0,0
Doug Bodger,1071,528,0.47250000000000003,0.09353604845453395,0.3775818987305387,0.912270696323595,-0.06079172902586361,0.0,1.0,0.0,0.0,0.0,0
Doug Brennan,123,16,0.12333333333333334,0.06980994152046784,0.05409356725146199,1.1274399399399397,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Brindley,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Doug Brown,854,374,0.4153333333333334,0.16554298056379238,0.24899121973552718,0.21993365319686564,0.0630694386373942,0.0,0.0,0.0,0.0,1.0,0
Doug Buhr,6,2,0.33,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Crossman,914,464,0.4728571428571428,0.10162232841823769,0.371576757105303,0.5455899066259713,0.004291984596878192,0.0,1.0,0.0,0.0,0.0,0
Doug Doull,72,2,0.02,0.0,0.019047619047619046,5.680952380952381,-0.1285714285714286,0.0,0.0,0.0,1.0,0.0,0
Doug Evans,355,135,0.36374999999999996,0.14716214143273507,0.21601801327986325,1.3225872512975596,0.008857582822147936,0.0,0.0,0.0,1.0,0.0,0
Doug Friedman,18,1,0.25,0.0,0.25,4.125,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Gibson,63,28,0.25666666666666665,0.10727272727272728,0.1503030303030303,0.0,-0.20424242424242423,1.0,0.0,0.0,0.0,0.0,0
Doug Gilmour,1474,1414,0.943,0.299658784822494,0.6426678822531828,0.8687408232431661,0.0817988990363814,1.0,0.0,0.0,0.0,0.0,0
Doug Halward,653,293,0.38571428571428573,0.08661059225202707,0.29964139128157724,1.0804964240272643,-0.1077346890709827,0.0,1.0,0.0,0.0,0.0,0
Doug Harvey,1113,540,0.41600000000000004,0.06899826278585894,0.3480866360878226,0.9677950770850312,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Hicks,561,168,0.27,0.05704107316373909,0.2111815801226274,0.8259801044960688,-0.1589594616992347,0.0,1.0,0.0,0.0,0.0,0
Doug Horbul,4,1,0.25,0.25,0.0,0.5,-0.75,0.0,0.0,0.0,1.0,0.0,0
Doug Houda,561,82,0.13000000000000003,0.02829607344382977,0.10198309698489726,2.376561619102041,-0.29736273888608916,0.0,1.0,0.0,0.0,0.0,0
Doug Janik,194,19,0.05500000000000001,0.0043060109289617485,0.050080425949278404,1.4595653635981505,-0.052344162213014675,0.0,1.0,0.0,0.0,0.0,0
Doug Jarrett,775,220,0.25923076923076926,0.04310675030899224,0.21572245819921176,0.7683090829962779,0.01781316846198211,0.0,1.0,0.0,0.0,0.0,0
Doug Jarvis,964,403,0.38923076923076927,0.13344277673545968,0.2534240150093809,0.32704033771106944,0.11629924953095686,1.0,0.0,0.0,0.0,0.0,0
Doug Kostynski,15,4,0.22,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0
Doug Lecuyer,126,42,0.39,0.18540800554311906,0.2025370429591728,0.9816917173009274,-0.3225668905233984,0.0,0.0,0.0,1.0,0.0,0
Doug Lewis,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Lidster,897,343,0.3112500000000001,0.06726708356161984,0.24321926319578827,0.7333875087689541,-0.10255663136971072,0.0,1.0,0.0,0.0,0.0,0
Doug Lynch,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Macdonald,11,1,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0
Doug McCaig,273,26,0.11571428571428573,0.02340837288693907,0.09241257031058939,1.1269516855409318,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug McKay,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Doug Mohns,1390,710,0.5050000000000001,0.1756645225633233,0.3294955699406184,0.886613549563807,0.005035870958530389,0.0,0.0,0.0,1.0,0.0,0
Doug Morrison,23,10,0.14,0.09722222222222222,0.041666666666666664,0.6805555555555556,-0.09722222222222221,0.0,0.0,0.0,0.0,1.0,0
Doug O'Brien,5,0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0
Doug Patey,45,6,0.26,0.08258258258258258,0.17567567567567566,0.16516516516516516,-0.07957957957957958,0.0,0.0,1.0,0.0,0.0,0
Doug Risebrough,740,471,0.616923076923077,0.25197196974669783,0.36500418475245316,2.1881924267723516,0.2839779414824401,1.0,0.0,0.0,0.0,0.0,0
Doug Roberts,419,147,0.313,0.1353941137493769,0.17814320646557488,0.4986943813753024,-0.11322270017993705,0.0,1.0,0.0,0.0,0.0,0
Doug Robinson,239,111,0.33,0.127988688865287,0.20182065422678855,0.09899020422552947,-0.020361820032084754,0.0,0.0,0.0,1.0,0.0,0
Doug Rombough,150,51,0.32999999999999996,0.2055500693925483,0.12456629657307569,0.3731917903277463,0.08603474965303726,1.0,0.0,0.0,0.0,0.0,0
Doug Shedden,416,325,0.66125,0.27939857576723254,0.3811850963219585,0.602586408334769,-0.32046495817592885,1.0,0.0,0.0,0.0,0.0,0
Doug Shelton,5,1,0.2,0.0,0.2,0.4,-0.6,0.0,0.0,0.0,0.0,1.0,0
Doug Smail,845,459,0.5423076923076924,0.24766885234224403,0.29270697448507443,0.7797544479920542,-0.06708897276450204,0.0,0.0,0.0,0.0,1.0,0
Doug Smith,535,253,0.45999999999999996,0.2086858746109766,0.2499569533310727,1.1464794502521607,-0.21819202971872603,1.0,0.0,0.0,0.0,0.0,0
